date,HK.00001,HK.00002,HK.00003,HK.00005,HK.00006,HK.00011,HK.00012,HK.00016,HK.00017,HK.00027,HK.00066,HK.00101,HK.00175,HK.00267,HK.00288,HK.00386,HK.00388,HK.00669,HK.00688,HK.00700,HK.00762,HK.00823,HK.00857,HK.00883,HK.00939,HK.00941,HK.01038,HK.01044,HK.01093,HK.01109,HK.01113,HK.01177,HK.01299,HK.01398,HK.01928,HK.02007,HK.02018,HK.02020,HK.02313,HK.02318,HK.02319,HK.02382,HK.02388,HK.02628,HK.03328,HK.03988
2015-01-02,113.65,48.64,8.856416,53.03576,39.45,84.5,26.111579,91.4,23.88,39.24,20.77,17.38,1.367,11.435,3.22,4.15328,133.66,20.9525,20.1,108.28,9.78268,34.3734,7.62381,7.27,4.43198,70.165,43.015,66.30377,2.9937344,15.957762,65.13,1.86966,38.2053,4.04112,26.76,0.841,33.79,9.08,16.08,32.52484,15.0302,10.154,17.521,28.6526,5.32025,3.1591
2015-01-05,112.35,47.49,8.738146,51.93576,38.2,82.9,25.6458965,90.5,23.8,38.04,20.67,17.03,1.517,11.595,3.24,4.23328,137.96,20.9025,20.35,108.98,9.66268,34.0234,7.67381,7.29,4.45198,68.865,43.065,64.60377,2.9729012,16.816851,61.08,1.863734,37.4053,4.07112,26.31,0.941,33.94,8.96,15.88,32.09984,14.8302,10.274,17.221,27.8526,5.16025,3.1691
2015-01-06,108.95,46.89,8.631703,50.78576,37.95,81.9,25.2112595,89.5,23.76,36.24,20.37,16.73,1.557,11.415,3.23,4.11328,138.26,20.7025,20.0,115.48,9.72268,33.6734,7.46381,6.95,4.36198,67.515,43.415,63.75377,2.9937344,16.244125,58.78,1.86966,36.2553,3.98112,25.01,0.901,34.24,9.2,16.53,31.02484,14.8052,10.134,16.871,26.9526,5.01025,3.1391
2015-01-07,107.85,47.24,8.667184,50.03576,39.05,81.6,25.180214,91.1,24.12,38.04,20.57,16.68,1.587,11.375,3.22,4.11328,139.96,20.7025,19.9,119.88,9.80268,33.8234,7.50381,6.93,4.41198,70.515,43.315,62.70377,3.0458174,16.44867,57.23,1.946698,36.3053,4.02112,26.11,0.811,33.84,9.06,16.43,31.19984,15.0802,9.534,17.071,27.0526,4.86025,3.1791
2015-01-08,107.55,47.49,8.844589,50.23576,40.35,81.9,25.056032,91.4,24.44,37.39,21.12,16.78,1.647,11.515,3.19,4.14328,138.46,20.7525,19.25,122.78,9.80268,33.4234,7.71381,7.11,4.38198,72.365,44.965,64.60377,2.9781095,15.957762,54.88,2.008921,36.9553,3.99112,26.21,0.771,36.64,9.12,16.83,31.92484,15.4052,8.694,17.121,27.2026,4.82025,3.1591
2015-01-09,106.75,48.19,8.832762,50.13576,39.95,82.0,25.0870775,92.0,24.48,36.54,21.37,16.58,1.717,11.575,3.23,4.08328,137.66,21.0525,19.6,122.68,10.36268,33.6234,7.74381,7.27,4.38198,73.815,45.315,65.60377,3.108317,16.080489,56.63,2.177812,37.2053,4.00112,25.86,0.801,38.24,8.94,17.28,32.54984,15.6552,8.214,17.671,27.7026,4.76025,3.1691
2015-01-12,125.15,48.54,8.714492,50.13576,40.95,83.1,25.2112595,92.4,24.76,35.34,21.77,16.68,1.837,11.535,3.19,4.08328,139.26,21.4025,19.35,122.58,10.26268,34.0734,7.70381,7.29,4.33198,73.615,45.715,66.05377,3.0458174,15.998671,59.08,2.139293,37.2553,3.95112,25.61,0.761,37.49,8.86,17.08,32.24984,15.8552,8.294,17.571,27.6526,4.72025,3.1191
2015-01-13,125.35,48.84,8.7618,50.33576,41.2,84.3,25.2112595,96.5,24.88,36.39,22.42,16.88,1.917,11.615,3.16,4.13328,140.06,20.7525,19.25,123.28,10.64268,35.1234,7.72381,7.11,4.34198,76.165,46.065,66.40377,3.0874838,15.865,58.83,2.16596,38.1553,3.98112,26.46,0.791,39.89,9.24,18.13,32.44984,16.0052,7.794,17.621,27.9026,4.78025,3.1291
2015-01-14,124.35,49.14,8.726319,49.88576,41.8,84.9,25.118123,94.1,25.0,36.44,21.87,16.73,1.807,11.475,3.19,4.10328,138.56,20.8025,19.8,121.48,10.78268,35.4734,7.66381,7.03,4.32198,75.265,45.965,66.10377,3.1031087,15.915,56.98,2.16596,38.2553,3.95112,26.61,0.751,39.04,9.06,18.53,32.64984,15.8302,8.074,17.671,27.8026,4.73025,3.1391
2015-01-15,124.55,49.34,8.844589,49.63576,43.3,85.8,25.5838055,95.1,24.92,36.54,22.22,16.68,1.847,11.635,3.07,4.15328,138.86,20.2525,20.35,122.38,10.80268,36.1734,7.79381,7.11,4.38198,76.715,46.165,66.95377,3.0822755,16.315,55.93,2.13633,39.2553,4.01112,27.16,0.751,38.29,9.06,17.93,34.29984,16.1052,8.414,18.071,28.9026,4.85025,3.1991
2015-01-16,123.05,49.54,8.785454,49.23576,42.85,85.6,25.5838055,94.2,24.52,34.74,22.02,16.73,1.827,11.455,3.02,4.06328,138.06,20.2525,19.65,117.38,10.70268,36.3234,7.65381,7.07,4.31198,76.615,46.465,66.40377,3.0718589,15.465,56.78,2.160034,38.9053,3.95112,26.01,0.661,38.49,9.14,17.63,35.12484,16.2802,8.514,17.921,29.0026,4.89025,3.1691
2015-01-19,122.25,49.89,8.939205,48.98576,43.85,85.7,24.5903495,92.5,23.72,33.44,22.12,16.68,1.757,11.155,2.94,3.93328,135.36,19.9525,18.8,118.48,10.80268,37.4234,7.43381,7.21,4.07198,75.765,46.915,67.55377,2.9156099,14.815,57.18,2.014847,39.1053,3.72112,24.61,0.571,38.09,8.86,17.48,31.57484,16.2552,8.434,17.571,26.8526,4.33025,2.9091
2015-01-20,122.95,50.04,8.891897,49.23576,42.95,86.0,25.056032,93.4,23.84,33.39,22.42,16.63,1.817,11.355,2.94,3.98328,136.96,20.0025,19.05,119.58,10.94268,37.5734,7.48381,7.19,4.18198,76.915,46.865,68.25377,2.9051933,15.165,57.53,2.008921,38.8553,3.85112,24.46,0.581,38.64,8.5,17.98,32.77484,16.3052,8.374,17.621,28.1026,4.46025,3.0191
2015-01-21,122.55,50.04,8.785454,49.63576,42.7,86.6,25.242305,95.8,24.32,34.14,22.22,16.93,1.987,11.495,3.1,4.04328,138.16,20.5025,19.7,124.18,11.18268,38.0734,7.50381,7.17,4.30198,80.865,46.265,69.50377,3.0406091,16.065,56.03,2.029662,39.0553,3.99112,25.61,0.661,40.99,9.06,18.08,34.27484,16.4302,8.254,17.871,29.0526,4.65025,3.1291
2015-01-22,123.45,49.74,8.785454,50.93576,42.8,86.9,25.118123,94.9,24.52,35.29,22.02,17.18,2.007,11.415,3.09,4.10328,138.56,20.6525,19.25,127.08,11.26268,37.1734,7.63381,7.27,4.35198,82.065,47.165,69.30377,2.9572763,15.715,57.03,2.038551,39.3053,4.02112,26.91,0.711,39.19,8.88,18.33,33.62484,16.2302,8.414,17.971,29.0026,4.71025,3.1891
2015-01-23,127.75,50.14,8.891897,52.13576,44.8,87.9,26.111579,96.9,24.92,35.89,22.42,17.38,2.047,11.355,3.22,4.20328,139.96,21.2525,19.65,128.18,11.20268,38.4234,7.85381,7.33,4.42198,83.265,49.265,70.95377,3.004151,16.015,56.53,2.032625,39.2053,4.11112,27.21,0.731,40.39,8.98,18.68,34.54984,16.3052,8.554,18.221,29.7026,4.88025,3.2491
2015-01-26,127.35,50.39,8.809108,51.63576,45.4,88.5,26.79458,99.0,24.96,37.29,22.37,17.63,2.037,11.235,3.36,4.13328,142.46,20.5525,19.4,132.48,11.14268,38.2234,7.76381,7.19,4.36198,82.665,49.515,69.95377,2.9885261,15.765,55.78,2.026699,39.6553,4.10112,28.06,0.711,40.44,9.02,18.58,34.79984,16.3052,9.154,18.371,29.8026,4.85025,3.2591
2015-01-27,126.15,50.39,8.903724,52.33576,46.1,90.3,26.7014435,99.2,24.76,39.94,22.52,17.43,2.137,11.315,3.28,4.08328,140.76,20.5525,19.2,131.48,11.18268,38.4234,7.63381,7.13,4.22198,81.465,49.865,69.75377,2.9781095,15.665,54.88,2.01781,40.0053,4.00112,29.21,0.661,40.59,9.1,18.53,33.87484,16.2552,9.214,18.321,29.1526,4.75025,3.1691
2015-01-28,127.25,50.54,8.891897,52.03576,46.8,90.0,26.422034,100.8,24.84,39.59,22.57,18.18,2.177,11.335,3.25,4.11328,140.06,20.7025,18.9,132.38,11.16268,38.4234,7.53381,7.11,4.28198,82.165,49.415,71.35377,2.9364431,15.765,54.23,2.038551,40.6053,3.99112,28.71,0.631,40.19,9.16,18.88,33.39984,16.4302,9.134,18.371,28.5026,4.60025,3.1791
2015-01-29,127.35,50.89,8.927378,51.33576,47.15,90.9,26.484125,101.1,24.64,38.59,23.47,18.23,2.097,11.195,3.23,4.04328,138.96,20.8025,18.0,130.08,10.90268,38.1234,7.35381,6.85,4.18198,83.065,49.465,74.40377,2.8947767,14.965,55.33,2.01781,39.3553,3.87112,28.26,0.621,42.29,9.28,19.48,32.44984,16.7302,8.814,18.171,28.0026,4.43025,3.0791
2015-01-30,130.45,50.59,8.88007,51.48576,46.2,90.8,26.422034,99.5,25.2,37.29,23.32,18.33,2.117,11.155,3.18,4.00328,139.26,21.2025,17.55,127.48,10.88268,37.7234,7.32381,6.83,4.16198,81.265,50.015,77.85377,2.9260265,14.645,55.88,2.097811,39.5053,3.85112,27.11,0.661,42.29,9.22,18.93,32.27484,16.6802,8.814,18.721,27.8526,4.50025,3.0691
2015-02-02,131.55,50.39,8.891897,50.28576,46.65,91.4,27.105035,100.3,25.36,37.49,22.87,18.33,2.097,11.135,3.2,3.94328,139.76,20.7525,17.9,131.28,10.90268,37.9234,7.37381,6.93,4.09198,82.665,49.665,75.60377,2.8739435,14.405,55.08,2.044477,39.4553,3.77112,26.76,0.611,41.14,9.22,18.83,31.32484,16.5052,8.434,18.921,27.1526,4.44025,3.0191
2015-02-03,130.75,49.64,8.797281,50.53576,46.9,91.4,26.484125,97.9,25.6,37.39,23.07,17.98,2.177,11.055,3.13,4.05328,139.36,20.7525,18.35,130.58,11.10268,37.1734,7.53381,7.29,4.17198,81.765,49.715,78.95377,2.8270688,14.365,53.88,2.053366,38.9053,3.85112,26.86,0.641,43.04,9.34,19.63,32.67484,16.6552,8.374,18.671,28.5026,4.48025,3.0491
2015-02-04,129.35,49.64,8.773627,51.43576,46.9,98.5,26.1426245,97.5,25.56,37.09,23.07,18.08,2.237,11.075,3.13,4.15328,138.96,20.8025,18.55,129.38,11.62268,37.7734,7.69381,7.75,4.20198,84.365,49.165,77.35377,2.8010273,14.485,53.18,2.01781,38.8053,3.84112,26.76,0.641,44.94,9.26,19.68,32.47484,16.9552,8.334,18.771,28.0026,4.54025,3.0591
2015-02-05,128.45,48.89,8.690838,51.23576,45.6,99.9,26.17367,97.3,25.6,36.54,23.22,17.83,2.277,11.155,3.06,4.06328,138.66,20.9025,18.8,130.68,12.04268,38.2734,7.49381,7.51,4.32198,87.065,50.515,77.45377,2.6968613,15.165,48.98,1.92892,38.7553,3.94112,26.26,0.671,43.84,8.94,20.23,32.47484,17.1802,7.814,18.421,28.3026,4.44025,3.1291
2015-02-06,132.05,49.09,8.667184,51.88576,43.9,98.7,25.987397,97.7,25.52,39.39,23.27,17.93,2.217,11.015,3.23,4.00328,138.36,21.4525,18.05,129.68,11.94268,37.9234,7.50381,7.63,4.24198,84.665,49.815,76.50377,2.7020696,15.115,51.73,1.940772,38.4553,3.88112,27.41,0.631,43.99,8.82,20.03,31.92484,17.1802,7.874,18.671,28.0026,4.41025,3.0591
2015-02-09,130.45,48.59,8.655357,51.83576,44.15,98.2,25.8321695,96.1,25.2,38.14,23.12,17.48,2.177,11.035,3.22,3.98328,137.66,21.5525,18.6,128.08,12.06268,37.3234,7.52381,7.59,4.23198,82.665,49.615,74.65377,2.6708198,14.765,52.08,1.914105,38.6053,3.81112,27.26,0.601,43.19,9.0,19.83,31.84984,16.7302,7.834,18.971,28.1526,4.30025,2.9991
2015-02-10,130.95,48.79,8.679011,50.88576,44.25,97.8,26.17367,97.7,25.48,38.74,23.12,17.78,2.197,10.975,3.19,4.01328,137.16,21.5025,18.25,128.48,11.80268,36.8734,7.50381,7.59,4.22198,82.465,50.915,75.00377,2.6864447,14.765,54.08,1.925957,38.4553,3.83112,27.75,0.591,42.54,8.76,19.78,32.09984,17.0052,7.354,19.071,28.3026,4.36025,3.0391
2015-02-11,132.85,49.04,8.619876,49.28576,43.5,97.2,25.55276,96.8,25.0,39.19,23.47,17.48,2.217,10.855,3.22,3.98328,136.26,21.9025,18.25,127.08,11.60268,35.9234,7.45381,7.47,4.16198,80.765,51.015,73.25377,2.6187368,14.265,56.13,1.931883,38.1553,3.78112,28.1,0.591,40.79,9.66,19.98,32.27484,17.0052,7.734,19.121,28.2026,4.34025,2.9991
2015-02-12,130.95,48.69,8.631703,49.83576,43.8,94.8,25.5217145,96.2,24.92,38.19,23.62,17.33,2.257,10.755,3.17,4.00328,136.76,20.8025,18.15,125.08,12.12268,35.3734,7.47381,7.37,4.27198,85.065,50.065,74.75377,2.6656115,14.385,57.38,1.887438,38.0553,3.85112,27.5,0.581,41.34,10.8,20.68,32.47484,16.9552,7.834,18.571,28.7026,4.48025,3.0691
2015-02-13,131.85,48.89,8.584395,50.78576,42.7,97.0,25.739033,96.1,25.04,39.84,24.07,17.98,2.287,10.855,3.21,4.02328,136.96,21.2025,18.65,125.68,12.26268,35.6734,7.52381,7.59,4.34198,85.965,49.165,75.25377,2.743736,15.115,57.73,1.884475,38.7053,3.92112,28.7,0.611,41.39,10.7,21.53,33.72484,17.3302,8.674,18.771,29.2526,4.51025,3.1291
2015-02-16,133.45,48.59,8.560741,50.73576,42.9,97.9,25.987397,96.7,25.36,39.69,23.82,17.93,2.287,10.935,3.19,4.04328,137.36,21.8525,18.8,125.98,12.38268,35.4734,7.61381,7.71,4.34198,85.465,49.265,74.95377,2.7645692,15.365,58.38,1.84003,38.7553,3.93112,29.0,0.631,40.99,10.34,21.38,33.92484,17.3802,9.494,18.671,29.2526,4.51025,3.1191
2015-02-17,133.75,49.14,8.631703,51.08576,43.7,99.7,25.8321695,96.2,25.12,39.89,24.07,17.63,2.297,10.995,3.2,4.10328,137.96,21.6025,19.0,126.28,12.14268,34.9234,7.64381,7.73,4.37198,85.965,49.165,75.60377,2.7593609,15.115,57.88,1.878549,38.7053,3.95112,29.15,0.621,41.64,10.42,21.43,33.94984,17.3802,9.134,18.721,29.4526,4.57025,3.1291
2015-02-18,133.95,49.54,8.702665,50.98576,43.25,99.7,26.2668065,96.3,25.24,39.84,23.72,17.73,2.287,10.995,3.2,4.39328,137.76,21.6525,18.6,125.38,12.30268,35.3734,7.91381,8.03,4.37198,85.665,49.765,75.55377,2.7281111,14.965,56.63,1.872623,38.7553,3.95112,29.8,0.641,40.29,10.72,21.88,33.92484,17.1552,9.254,18.671,29.6526,4.58025,3.1391
2015-02-23,134.35,49.44,8.619876,51.03576,43.65,97.7,26.17367,96.8,25.2,38.44,24.82,17.63,2.327,11.235,3.19,4.32328,138.26,21.4525,18.6,130.28,12.30268,34.6734,7.82381,7.71,4.38198,83.565,50.915,74.50377,2.7645692,15.215,56.63,1.920031,38.8053,3.97112,29.0,0.651,42.49,10.56,21.53,33.62484,16.9052,9.214,18.521,29.5526,4.63025,3.1391
2015-02-24,133.25,49.79,8.619876,48.48576,43.15,97.2,25.7079875,96.9,25.04,37.29,24.72,17.53,2.317,11.475,3.13,4.29328,138.16,22.2525,18.2,130.58,12.20268,34.7734,7.74381,7.61,4.38198,84.665,51.365,75.10377,2.8166522,14.965,55.88,1.946698,39.8553,3.97112,27.95,0.641,41.84,11.24,21.43,33.82484,16.7302,9.314,18.771,29.6526,4.54025,3.1291
2015-02-25,133.95,50.54,8.702665,49.08576,44.3,96.0,25.8321695,96.8,25.2,35.19,24.97,17.58,2.317,11.535,3.14,4.31328,138.26,23.2525,18.65,131.28,11.96268,35.3734,7.77381,7.55,4.35198,84.765,51.665,75.00377,2.8947767,15.415,55.03,1.952624,39.9553,3.93112,25.75,0.651,43.19,11.56,20.78,33.54984,16.8302,9.754,18.671,29.9526,4.57025,3.1491
2015-02-26,134.95,50.69,8.726319,48.93576,44.6,95.8,25.4596235,96.5,25.32,34.94,24.82,17.48,2.377,11.615,3.12,4.40328,140.56,22.9025,19.05,131.08,12.00268,34.8234,7.95381,7.81,4.42198,85.765,52.665,75.50377,2.8791518,15.765,54.58,2.008921,40.0053,3.98112,24.65,0.671,44.69,12.06,20.78,34.22484,16.7052,9.874,18.971,30.3526,4.68025,3.1991
2015-02-27,135.45,51.14,8.702665,48.83576,44.7,96.4,24.93185,94.5,24.76,35.79,24.87,17.48,2.397,11.455,3.08,4.37328,139.66,22.6525,18.75,131.38,12.22268,34.7234,7.93381,7.79,4.38198,84.165,52.315,74.55377,2.8166522,15.365,55.43,1.979291,39.9053,3.93112,25.45,0.651,43.94,11.16,21.43,34.09984,16.5052,9.774,18.821,30.5026,4.67025,3.1891
2015-03-02,138.35,49.89,8.667184,48.58576,42.45,95.4,24.9628955,94.0,24.8,35.59,24.42,17.48,2.327,11.415,3.05,4.37328,139.66,22.5025,18.9,132.18,11.82268,34.8234,7.87381,7.83,4.41198,83.565,50.765,75.95377,2.7854024,15.615,55.73,2.011884,41.6053,3.95112,25.35,0.621,43.19,11.9,21.73,34.14984,16.4302,9.694,18.721,30.5526,4.73025,3.2191
2015-03-03,137.85,49.44,8.726319,48.78576,42.1,97.0,25.056032,95.2,24.8,36.39,24.42,17.88,2.277,11.315,3.0,4.30328,138.86,22.5525,18.35,130.78,11.54268,35.2234,7.69381,7.71,4.28198,81.265,51.165,74.45377,2.8166522,15.415,55.53,2.074107,42.6053,3.85112,25.95,0.611,43.44,12.26,21.08,33.44984,16.4802,9.474,18.721,29.3026,4.51025,3.1191
2015-03-04,136.25,49.04,8.7618,48.83576,41.3,97.2,24.745577,93.0,24.64,35.24,23.67,17.93,2.237,11.315,2.99,4.20328,137.96,22.7525,18.1,128.78,11.36268,34.3734,7.52381,7.61,4.19198,79.865,50.665,73.25377,2.9416514,14.605,55.63,2.124478,43.1053,3.78112,25.35,0.591,44.94,11.84,20.88,32.57484,16.6552,9.494,18.671,28.5526,4.42025,3.0291
2015-03-05,135.15,49.09,8.714492,48.48576,41.55,97.5,24.248849,92.7,24.28,34.24,23.47,17.48,2.307,11.255,2.99,4.10328,136.46,22.6525,18.05,127.58,11.70268,33.6734,7.38381,7.53,4.12198,81.565,51.665,73.85377,2.9833178,14.345,55.33,2.201516,41.8553,3.70112,24.55,0.571,44.69,11.9,20.88,31.99984,16.9552,9.474,18.321,28.2026,4.28025,2.9591
2015-03-06,134.15,48.59,8.738146,48.38576,41.0,96.1,23.876303,94.6,24.12,34.09,23.07,17.43,2.377,11.095,2.96,4.07328,136.76,23.1025,17.9,127.18,11.32268,33.8734,7.34381,7.59,4.12198,80.065,53.115,73.00377,2.9572763,14.305,54.83,2.192627,42.8053,3.71112,24.0,0.551,46.04,12.16,21.73,32.17484,17.0552,9.714,17.871,28.2526,4.24025,2.9591
2015-03-09,134.45,48.14,8.667184,47.18576,39.6,95.7,23.752121,93.0,23.92,33.24,23.02,17.33,2.417,11.015,2.94,4.07328,136.96,23.0525,17.65,127.68,11.30268,33.1234,7.30381,7.51,4.20198,80.565,50.315,72.60377,2.9781095,14.185,54.13,2.127441,42.5053,3.75112,23.7,0.531,46.64,12.06,21.73,32.87484,17.0552,9.834,17.921,28.6026,4.29025,3.0191
2015-03-10,135.05,48.39,8.631703,47.68576,40.1,95.0,23.7210755,92.2,23.76,31.49,23.67,17.33,2.437,10.895,2.82,4.00328,136.46,22.6525,17.25,126.58,10.90268,32.1734,7.23381,7.25,4.13198,78.565,50.115,71.50377,2.8947767,13.905,54.18,2.082996,41.4053,3.70112,22.45,0.501,45.89,11.68,21.18,31.84984,17.2552,10.414,18.221,27.8526,4.24025,2.9291
2015-03-11,135.05,47.94,8.548914,46.53576,40.2,93.7,24.062576,91.7,23.84,30.29,23.97,17.43,2.357,10.895,2.8,3.96328,135.96,22.3525,17.1,127.18,10.94268,33.0234,7.12381,7.03,4.09198,76.665,51.115,71.25377,2.8218605,13.725,53.33,2.080033,41.3553,3.65112,21.3,0.541,46.39,11.94,21.33,31.94984,17.0052,10.834,18.021,27.6526,4.18025,2.9191
2015-03-12,135.05,46.94,8.537087,46.13576,38.95,93.2,23.9073485,89.75,23.8,31.39,24.12,17.28,2.387,10.895,2.78,4.01328,136.26,22.9025,16.85,127.28,10.80268,32.7734,7.14381,7.03,4.21198,78.515,50.665,70.35377,2.9572763,13.945,53.08,2.068181,41.4053,3.75112,21.45,0.491,46.44,11.76,21.73,32.44984,16.5802,11.514,17.871,28.2526,4.36025,2.9891
2015-03-13,135.05,47.49,8.501606,45.58576,38.95,92.8,23.938394,89.25,23.56,30.59,24.32,17.23,2.467,10.955,2.77,4.02328,135.76,22.6025,16.9,129.08,10.82268,32.5734,7.17381,6.99,4.26198,78.665,51.415,69.90377,2.8114439,14.085,51.98,2.04744,40.9053,3.82112,21.35,0.511,46.29,11.68,22.23,32.79984,16.9302,11.374,17.871,28.5026,4.49025,3.0791
2015-03-16,135.05,47.94,8.572568,45.23576,39.3,93.3,23.752121,89.65,23.56,30.24,23.77,17.18,2.517,10.975,2.82,4.01328,135.66,22.2025,16.85,131.08,10.92268,32.2234,7.14381,6.93,4.29198,81.365,51.115,71.25377,2.8791518,14.285,51.18,2.050403,41.5553,3.85112,20.9,0.481,46.54,12.16,21.03,34.14984,16.8552,11.254,18.021,29.2026,4.56025,3.1191
2015-03-17,135.05,47.94,8.584395,45.63576,39.85,93.5,23.193302,89.85,23.48,29.99,24.02,17.03,2.527,10.915,2.81,3.98328,135.96,22.1525,16.9,129.28,10.94268,32.2234,7.06381,6.87,4.29198,80.965,50.765,71.90377,2.8583186,14.745,50.68,2.044477,40.9553,3.86112,20.0,0.461,46.59,12.08,21.68,34.37484,16.9552,11.154,18.221,29.0526,4.57025,3.1091
2015-03-18,136.466,48.09,8.690838,46.48576,39.75,93.0,23.4727115,89.85,24.0,30.74,24.27,17.08,2.527,10.955,2.81,4.02328,136.56,22.3525,16.75,131.38,11.00268,31.8234,7.17381,7.05,4.36198,82.265,50.765,72.05377,2.8218605,14.605,50.38,2.020773,41.0053,3.92112,20.25,0.461,46.39,11.78,21.83,34.84984,17.2302,11.454,18.121,29.6026,4.67025,3.1491
2015-03-19,137.366,48.54,8.809108,47.18576,40.1,96.9,23.565848,91.15,23.88,31.89,24.77,16.88,2.757,11.135,2.98,4.07328,137.06,22.1525,17.35,140.48,11.10268,34.2234,7.36381,7.21,4.40198,78.865,51.665,72.30377,2.8010273,14.965,50.53,2.011884,42.4553,3.97112,21.25,0.491,46.09,12.0,22.38,35.22484,17.1552,11.994,18.371,30.0026,4.73025,3.1791
2015-03-20,136.566,47.89,8.749973,47.03576,40.0,96.3,23.565848,91.15,24.08,32.49,24.92,16.63,2.837,11.235,2.98,4.07328,137.56,23.2525,17.3,138.08,10.94268,32.9734,7.30381,7.19,4.41198,77.115,52.015,72.20377,2.8583186,15.115,49.63,1.982254,42.2553,3.96112,22.25,0.501,45.89,11.76,22.03,37.02484,17.1302,11.574,18.421,30.1526,4.66025,3.1791
2015-03-23,135.566,48.39,8.7618,47.93576,40.65,95.7,24.000485,91.65,23.92,31.94,24.67,16.88,2.797,11.015,3.01,3.94328,142.66,22.8025,18.0,140.68,10.80268,32.5234,7.23381,7.07,4.40198,78.315,52.165,71.10377,2.8218605,15.765,48.33,1.896327,42.2053,3.96112,21.95,0.561,46.59,11.88,21.88,37.69984,16.8552,11.554,18.521,30.9026,4.60025,3.1891
2015-03-24,136.366,49.14,8.809108,47.68576,42.05,96.2,25.180214,92.35,23.48,31.84,25.07,16.83,2.847,11.055,2.85,3.90328,141.46,22.4025,18.65,138.48,10.78268,32.5234,7.10381,6.99,4.31198,80.165,52.365,73.10377,2.8114439,15.565,47.63,2.002995,42.1553,3.85112,22.1,0.531,46.29,11.76,21.93,36.49984,16.6802,11.414,18.421,30.4026,4.48025,3.1391
2015-03-25,139.666,49.29,8.844589,47.93576,42.0,98.5,25.614851,93.55,24.12,32.34,25.37,16.73,2.897,10.935,2.85,3.88328,140.46,22.8025,19.2,138.18,10.84268,33.2234,7.21381,7.05,4.30198,80.865,52.165,77.85377,2.847902,15.765,45.58,2.014847,43.1553,3.84112,22.85,0.531,40.79,11.68,22.73,36.49984,16.6302,11.434,18.871,29.9026,4.46025,3.1291
2015-03-26,141.166,49.34,8.868243,47.93576,41.85,98.0,25.428578,93.25,24.0,32.29,25.27,16.68,2.877,10.935,3.17,3.92328,138.96,22.8025,19.2,136.28,10.70268,33.5234,7.28381,7.21,4.31198,80.065,52.565,77.50377,2.8270688,15.615,41.88,1.955587,43.1553,3.84112,22.55,0.511,38.89,10.62,24.53,36.37484,18.3552,10.514,19.271,29.5526,4.42025,3.0891
2015-03-27,142.266,49.39,8.891897,47.93576,42.7,97.9,25.490669,94.15,24.28,32.24,25.17,16.88,2.847,10.955,3.17,3.90328,139.46,22.5525,20.05,137.38,10.68268,33.8734,7.27381,7.15,4.24198,78.715,52.415,75.95377,2.8114439,16.665,43.23,2.020773,43.1053,3.77112,22.35,0.631,37.59,11.34,26.58,36.57484,18.2552,10.914,19.671,29.5526,4.36025,3.0491
2015-03-30,145.466,49.29,8.856416,47.53576,42.95,97.7,25.925306,95.05,24.64,32.39,25.62,16.93,2.887,11.215,3.24,3.99328,153.66,22.2025,21.1,140.18,10.76268,33.2234,7.44381,7.45,4.35198,79.265,53.215,77.00377,2.9051933,16.965,41.33,2.071144,43.5053,3.92112,22.55,0.711,40.09,10.14,25.33,37.62484,18.9552,10.574,19.621,31.3026,4.57025,3.1891
2015-03-31,143.766,50.14,8.962859,47.23576,44.2,97.8,25.8321695,93.45,24.6,31.69,25.77,17.28,2.917,11.115,3.19,4.04328,150.66,22.0025,20.15,142.68,10.96268,33.0234,7.51381,7.61,4.37198,79.965,52.815,78.70377,2.9312348,16.665,43.88,2.121515,43.0553,3.99112,22.15,0.691,40.44,9.74,25.73,37.57484,19.6052,11.054,19.121,31.2026,4.63025,3.2091
2015-04-01,144.166,48.49,8.915551,47.13576,43.4,98.3,26.7014435,93.35,24.96,32.34,25.97,17.48,2.937,11.295,3.22,4.06328,156.16,23.0025,20.95,143.48,11.62268,33.6734,7.56381,7.69,4.42198,80.165,52.265,79.45377,2.9885261,17.015,43.63,2.157071,43.4553,4.03112,22.7,0.691,42.04,10.26,27.43,38.19984,19.2802,10.894,19.471,32.0026,4.70025,3.2991
2015-04-02,144.366,47.84,8.974686,47.58576,42.6,97.9,26.422034,94.85,25.2,32.34,26.42,17.63,3.117,11.615,3.49,4.10328,156.66,22.3525,21.25,145.28,12.06268,33.8734,7.68381,7.83,4.49198,81.565,51.765,80.35377,3.1031087,17.315,45.33,2.204479,43.6053,4.12112,22.55,0.841,43.04,10.46,28.38,37.54984,19.0552,11.874,19.571,32.2026,4.74025,3.3491
2015-04-08,142.266,49.14,9.152091,48.83576,41.8,98.6,26.79458,96.85,25.84,35.04,27.17,18.23,3.127,12.255,3.91,4.28328,180.66,21.7025,22.75,149.98,12.72268,34.3734,8.25381,8.45,4.82198,88.365,51.415,84.45377,3.2333162,18.515,44.73,2.574854,46.0053,4.32112,24.65,1.011,47.09,11.34,27.68,39.59984,20.1552,13.234,19.821,34.6026,5.03025,3.5691
