date,HK.00001,HK.00002,HK.00003,HK.00005,HK.00006,HK.00011,HK.00012,HK.00016,HK.00017,HK.00027,HK.00066,HK.00101,HK.00175,HK.00267,HK.00288,HK.00386,HK.00388,HK.00669,HK.00688,HK.00700,HK.00762,HK.00823,HK.00857,HK.00883,HK.00939,HK.00941,HK.01038,HK.01044,HK.01093,HK.01109,HK.01113,HK.01177,HK.01299,HK.01398,HK.01928,HK.02007,HK.02018,HK.02020,HK.02313,HK.02318,HK.02319,HK.02382,HK.02388,HK.02628,HK.03328,HK.03988
2017-02-06,79.901,63.75,9.321881,53.21681,46.11,130.3,25.957508,88.3,28.72,32.54,33.33,16.41,9.25,9.795,4.865,4.46467,158.17,22.885,19.31,203.71,8.8285,42.4355,5.27834,7.29,4.43662,73.155,54.42,53.59377,4.2853885,15.241,52.71,2.6266488,43.0115,3.61031,26.78,2.4641,74.5,21.84,39.7,33.20738,14.347,43.393,25.525,21.2568,4.37334,2.716
2017-02-07,79.851,64.65,9.4077446,53.06681,46.76,130.3,26.2955975,88.6,28.6,31.89,33.18,16.57,8.88,9.815,4.845,4.36467,157.67,22.935,19.31,201.71,9.0685,42.4855,5.25834,7.24,4.43662,72.755,54.22,53.79377,4.3166383,15.241,53.41,2.595538,42.9115,3.63031,26.13,2.7141,77.25,21.84,40.45,33.25738,14.087,44.543,25.125,21.7568,4.34334,2.726
2017-02-08,79.601,64.8,9.5079188,53.36681,45.86,129.3,26.633687,88.5,28.6,31.29,33.43,16.69,9.19,10.075,4.795,4.38467,166.47,24.135,20.51,200.31,9.1385,43.5855,5.24834,7.12,4.48662,72.855,53.22,54.39377,4.3218466,16.591,54.06,2.6266488,43.2615,3.69031,25.63,3.1441,78.0,21.64,40.95,33.25738,14.127,44.043,26.175,21.7568,4.45334,2.806
2017-02-09,79.451,64.9,9.464987,53.06681,46.81,128.8,26.5961215,89.0,28.52,31.99,33.43,16.35,8.99,10.015,4.825,4.38467,166.47,24.385,20.91,200.51,9.0885,43.1855,5.20834,7.13,4.55662,72.655,53.67,53.99377,4.3478881,17.591,54.86,2.61776,42.7115,3.74031,25.68,3.2741,78.25,21.09,41.35,33.70738,14.267,44.343,25.525,21.9068,4.51334,2.896
2017-02-10,79.751,64.45,9.4792976,53.91681,47.11,130.5,26.633687,88.4,28.76,32.64,33.43,16.45,9.07,10.195,4.915,4.43467,166.77,23.885,20.56,198.91,9.1085,43.3855,5.32834,7.22,4.54662,72.005,53.72,54.09377,4.4572624,17.291,55.36,2.6133156,42.7615,3.73031,25.98,3.2541,77.45,21.04,41.9,33.75738,14.927,43.693,25.525,21.9568,4.57334,2.916
2017-02-13,79.951,64.45,9.393434,53.76681,45.96,130.9,26.633687,88.1,29.0,32.54,33.68,16.57,9.77,10.295,4.935,4.47467,169.67,23.735,20.56,199.91,9.1385,42.7855,5.37834,7.28,4.58662,73.005,54.22,55.04377,4.4103877,17.141,55.31,2.639982,43.1115,3.81031,25.58,3.1941,79.95,21.79,41.25,34.35738,14.847,46.543,25.675,22.7068,4.63334,2.976
2017-02-14,81.401,64.9,9.464987,53.86681,45.71,132.5,26.6712525,88.6,29.04,34.99,33.18,16.57,9.97,10.095,4.935,4.39467,168.77,24.085,20.56,199.11,9.0085,42.6355,5.34834,7.13,4.60662,72.255,54.47,53.74377,4.3010134,17.291,55.91,2.6133156,42.8115,3.83031,27.13,3.2041,81.0,21.74,40.8,34.25738,14.507,48.293,25.825,22.7068,4.65334,2.996
2017-02-15,81.351,64.85,9.4792976,54.56681,45.21,133.4,26.783949,89.2,28.84,34.74,33.63,16.65,10.07,10.335,4.915,4.36467,172.97,24.635,20.71,202.91,9.0385,42.3355,5.30834,7.12,4.90662,71.855,53.62,54.29377,4.4833039,17.441,55.96,2.6133156,43.0615,3.97031,26.93,3.2641,83.15,21.99,40.9,34.50738,14.367,51.443,25.975,22.7568,4.82334,3.146
2017-02-16,81.051,64.3,9.393434,55.16681,45.11,133.6,26.708818,88.4,29.08,34.44,34.08,16.69,9.83,10.355,4.905,4.28467,173.37,25.235,20.61,208.31,8.9685,42.3855,5.23834,7.11,5.08662,72.205,54.12,52.14377,4.3530964,17.091,55.76,2.8488688,42.9115,4.00031,26.98,3.3841,82.15,21.99,40.75,34.40738,14.347,49.493,26.125,22.5568,4.92334,3.206
2017-02-17,81.551,63.9,9.4936082,55.16681,44.41,132.8,26.85908,88.2,29.4,33.99,34.03,16.89,9.71,9.955,4.975,4.33467,171.17,24.135,20.01,208.51,9.0085,42.3855,5.24834,7.02,4.98662,70.955,53.92,55.54377,4.363513,16.791,56.06,2.7599808,44.5115,3.93031,26.33,3.3241,82.05,21.94,40.3,34.25738,14.427,50.443,25.925,22.5568,4.77334,3.126
2017-02-20,81.051,64.2,9.5222294,55.86681,44.91,132.4,26.85908,88.6,30.72,33.74,34.38,16.67,10.13,9.955,4.995,4.42467,171.77,24.685,20.06,210.31,8.9685,42.2355,5.31834,7.07,4.98662,71.505,53.77,56.74377,4.467679,16.891,55.76,2.7377588,44.6115,3.98031,26.13,3.3241,82.8,21.94,40.5,34.25738,14.887,51.543,26.075,22.5068,4.91334,3.186
2017-02-21,81.351,64.6,9.5222294,52.41681,45.31,132.6,27.309866,91.8,32.0,32.94,34.53,16.69,10.17,9.915,4.995,4.45467,169.97,24.435,20.01,207.31,8.9185,42.6855,5.34834,7.05,4.93662,71.305,54.47,55.89377,4.571845,16.791,55.36,2.7866472,44.5615,3.94031,25.78,3.3441,82.9,21.04,40.0,34.40738,14.767,49.943,25.925,22.7068,4.91334,3.126
2017-02-22,81.501,64.6,9.53654,52.31681,44.86,133.2,27.685521,93.1,32.32,33.29,34.53,16.71,10.05,9.915,5.095,4.50467,170.97,25.085,20.86,211.31,8.9385,42.8355,5.41834,7.06,5.08662,71.805,54.22,57.19377,4.6708027,17.841,55.91,2.8310912,44.5115,4.05031,25.83,3.6041,82.9,21.24,40.5,34.70738,14.727,51.093,26.125,22.8568,5.03334,3.196
2017-02-23,80.751,65.0,9.4506764,52.54784,45.06,131.2,27.7982175,94.1,32.48,33.99,34.58,16.95,10.03,9.895,5.055,4.47467,171.37,25.185,20.76,211.11,8.9485,42.5855,5.31834,7.02,5.09662,70.705,54.52,56.94377,4.676011,17.641,56.21,2.9377568,44.5615,4.06031,26.28,3.7541,81.7,20.39,40.0,34.70738,14.747,50.343,26.025,22.6568,4.96334,3.216
2017-02-24,82.751,64.65,9.5222294,52.04784,45.16,129.3,27.760652,94.5,32.24,34.14,34.23,16.85,9.63,9.795,5.015,4.38467,168.97,24.985,20.51,207.51,9.2185,43.3355,5.31834,6.97,5.04662,70.855,54.77,55.84377,4.5301786,17.241,56.51,2.906646,44.2615,4.01031,26.18,3.7041,77.6,19.99,39.85,34.30738,14.487,47.393,25.575,22.6068,4.89334,3.146
2017-02-27,84.551,65.0,9.53654,51.49784,44.96,128.7,27.7982175,94.8,32.4,34.24,35.08,16.69,9.57,9.635,5.025,4.34467,166.37,24.685,20.46,206.51,9.1485,43.5855,5.22834,6.84,4.99662,70.905,54.37,57.14377,4.571845,17.091,56.51,2.8222024,45.6115,3.95031,26.08,3.5041,78.95,19.84,39.4,33.95738,14.787,48.543,25.525,22.3068,4.84334,3.106
2017-02-28,84.151,65.75,9.4936082,50.99784,45.01,128.5,27.685521,93.6,32.24,34.34,34.78,16.59,9.55,9.575,5.025,4.30467,163.67,24.385,20.31,203.31,9.0585,42.8855,5.11834,6.77,5.02662,69.955,54.52,56.14377,4.5458035,17.041,56.76,2.817758,44.5615,3.96031,26.43,3.5441,76.55,20.44,39.2,33.55738,14.647,47.343,25.225,21.9068,4.83334,3.106
2017-03-01,84.551,66.5,9.5222294,51.39784,44.46,130.3,27.986045,95.7,31.32,36.39,34.23,16.59,9.79,9.595,5.075,4.25467,164.47,24.685,20.11,203.11,9.0485,42.9355,5.03834,6.68,4.97662,70.005,54.57,55.94377,4.5301786,16.741,56.76,2.8310912,44.8115,3.91031,27.68,3.6441,77.45,20.59,39.0,33.45738,14.747,48.043,25.625,21.8568,4.79334,3.076
2017-03-02,84.451,66.55,9.6653354,52.04784,44.31,130.3,28.0987415,94.4,31.56,36.29,34.88,16.77,9.67,9.535,5.045,4.26467,162.97,25.685,20.01,202.71,8.9985,42.3355,5.06834,6.76,4.89662,69.705,53.97,55.99377,4.5353869,16.691,57.21,2.83998,44.8115,3.88031,27.38,3.6041,77.65,20.39,39.75,33.40738,14.547,48.093,25.625,21.9068,4.78334,3.036
2017-03-03,83.601,66.0,9.5794718,51.74784,44.06,129.9,27.6479555,93.1,31.6,35.74,34.63,16.41,9.69,9.435,4.975,4.22467,162.37,25.885,19.71,203.51,8.9385,41.6855,5.05834,6.73,4.78662,69.455,53.47,53.84377,4.6187197,16.341,58.61,2.7466476,44.5115,3.80031,27.18,3.5841,77.7,20.44,39.95,33.35738,14.307,48.443,25.725,21.6568,4.69334,2.966
2017-03-06,83.701,66.65,9.5937824,51.69784,43.76,129.6,27.61039,92.1,31.92,35.69,35.13,16.39,9.63,9.515,4.975,4.23467,162.67,26.085,19.76,205.51,8.9385,41.6355,5.08834,6.7,4.80662,69.155,53.07,54.84377,4.571845,16.291,59.01,2.773314,44.5615,3.82031,27.23,3.7341,80.1,20.59,40.4,33.55738,14.647,51.143,25.425,21.6568,4.70334,2.986
2017-03-07,84.251,66.15,9.5079188,51.69784,43.81,128.7,27.685521,93.1,31.2,35.59,35.03,16.75,9.69,9.515,5.105,4.30467,163.17,25.635,20.21,208.11,8.9985,41.2855,5.12834,6.69,4.81662,69.455,52.87,55.54377,4.6864276,16.841,58.96,2.7244256,44.6615,3.84031,27.33,4.0441,77.8,21.04,40.55,33.85738,14.727,49.893,25.625,21.9568,4.72334,2.996
2017-03-08,84.651,66.45,9.5508506,51.64784,43.01,130.4,27.7982175,93.1,31.56,35.84,34.93,16.83,10.55,9.495,5.045,4.38467,162.77,25.785,20.86,208.51,9.1985,41.4855,5.09834,6.64,4.82662,69.655,52.37,55.39377,4.6551778,17.191,61.76,2.7599808,45.2115,3.89031,27.73,4.3641,77.1,21.29,41.25,33.95738,14.927,49.893,25.675,22.1568,4.74334,3.006
2017-03-09,83.751,65.6,9.4363658,51.34784,43.01,128.9,27.4225625,92.7,31.96,35.34,34.83,16.65,10.21,9.415,5.035,4.17467,161.37,26.035,20.41,206.11,9.1585,40.6855,4.96834,6.48,4.69662,68.955,52.42,54.49377,4.5926782,16.541,62.91,2.7599808,45.1115,3.80031,27.93,4.1441,76.95,21.09,41.7,33.60738,14.527,48.993,25.425,21.6568,4.63334,2.956
2017-03-10,83.901,65.64,9.4506764,51.49784,42.91,130.8,27.910914,93.6,31.32,35.74,35.03,16.91,10.91,9.375,4.985,4.08467,161.07,25.685,20.46,208.71,9.1685,40.6355,4.88834,6.42,4.68662,68.755,52.72,54.44377,4.7645521,16.541,63.76,2.7466476,45.8115,3.78031,27.83,4.4041,77.1,20.69,42.0,33.60738,14.467,54.343,25.375,21.7068,4.58334,2.956
2017-03-13,84.151,64.89,9.5222294,52.84784,42.86,132.0,28.0987415,94.5,31.2,35.84,35.08,17.39,11.43,9.535,4.905,4.12467,162.77,25.835,21.01,211.71,9.2085,40.4855,4.90834,6.51,4.88662,68.855,53.07,54.89377,4.7958019,17.241,63.96,2.9377568,44.3115,3.93031,27.83,4.7341,79.9,21.44,42.15,33.90738,14.767,54.793,26.125,22.2568,4.70334,3.076
2017-03-14,84.401,64.94,9.4936082,51.99784,42.71,130.9,28.211438,93.3,31.88,36.64,35.38,17.14,11.23,9.475,4.965,4.13467,162.97,26.085,21.21,210.91,9.1685,40.5855,4.89834,6.5,4.98662,68.455,52.72,54.69377,4.7072608,17.491,63.01,2.7110924,43.9615,3.96031,28.48,4.6941,78.55,21.24,43.05,34.10738,14.847,52.493,26.175,22.2568,4.71334,3.106
2017-03-15,85.151,65.89,9.5222294,52.19784,43.21,129.5,28.0236105,93.2,31.4,36.54,35.83,17.04,11.25,9.435,4.895,4.09467,165.67,28.135,21.31,210.91,9.1785,40.2855,4.86834,6.4,4.93662,67.905,53.12,55.54377,4.8635098,17.741,62.01,2.7422032,43.9615,3.93031,28.53,4.7441,78.3,21.04,43.1,34.15738,14.687,53.493,26.225,22.1568,4.67334,3.066
2017-03-16,85.151,66.99,9.6653354,52.84784,43.51,132.1,28.511962,95.5,31.64,37.14,36.13,17.24,11.49,9.835,4.915,4.27467,168.37,28.385,21.71,217.11,9.6785,41.7355,5.04834,6.72,5.05662,69.955,52.92,56.54377,4.9155928,18.641,62.41,2.7244256,45.3115,4.06031,28.78,4.7941,80.25,21.14,44.15,35.15738,15.087,54.993,26.375,23.0568,4.82334,3.176
2017-03-17,85.351,67.29,9.5937824,52.64784,43.56,132.1,28.511962,96.1,32.0,37.59,36.48,17.24,10.23,9.695,4.905,4.26467,167.47,28.685,21.31,218.31,9.9185,41.6855,5.06834,6.72,5.07662,71.505,53.22,56.54377,4.8947596,18.391,61.51,2.7866472,45.3115,4.03031,29.13,4.5141,80.95,20.89,44.9,35.15738,15.107,53.343,26.625,23.3068,4.83334,3.146
2017-03-20,85.251,68.04,9.6653354,51.99784,43.41,131.4,29.037879,96.0,31.52,38.74,36.03,17.49,10.13,9.775,4.895,4.29467,171.37,28.685,20.91,224.51,9.8185,42.1355,5.07834,6.67,5.08662,74.705,52.92,57.39377,4.8635098,17.841,62.71,2.8266468,45.4115,4.06031,29.68,4.3441,80.15,20.89,44.2,35.55738,14.847,54.143,26.675,23.4568,4.84334,3.146
2017-03-21,85.201,68.39,9.6367142,52.19784,42.31,132.1,29.488665,96.3,31.8,38.59,35.93,17.74,10.31,9.955,4.975,4.39467,170.67,28.635,21.21,225.11,9.7985,42.0355,5.10834,6.68,5.13662,74.705,52.17,52.89377,4.8530932,18.241,61.81,2.8355356,45.6615,4.09031,29.33,4.7141,81.25,20.49,45.05,36.35738,14.947,54.393,26.675,23.4568,4.83334,3.166
2017-03-22,84.701,68.24,9.751199,51.59784,42.26,130.5,29.9018855,96.1,31.2,38.44,36.13,17.54,10.97,9.715,5.015,4.38467,167.37,28.485,20.76,221.51,9.6985,42.1855,4.99834,6.52,4.99662,74.705,52.67,49.84377,4.8530932,17.891,61.06,2.817758,45.4115,4.01031,29.08,4.5841,81.3,18.59,43.7,35.40738,14.627,54.043,26.325,22.5568,4.73334,3.106
2017-03-23,86.051,68.34,9.822752,51.49784,42.51,130.2,30.540499,96.1,30.68,38.84,36.13,17.64,10.85,9.675,5.615,4.41467,167.37,28.735,20.36,219.31,9.7385,42.3355,4.99834,6.48,5.03662,71.605,52.37,49.74377,4.9260094,18.191,61.11,2.8310912,45.7115,4.04031,29.28,4.9841,90.05,18.79,44.0,35.80738,14.587,54.893,26.325,22.5568,4.75334,3.116
2017-03-24,86.051,68.49,9.822752,51.49784,42.31,129.5,30.089713,95.5,30.76,38.74,36.53,17.69,11.27,9.515,5.605,4.48467,167.37,28.485,20.16,221.51,10.0785,42.2855,4.98834,6.83,5.02662,70.805,52.17,49.69377,4.7645521,18.291,62.01,2.8577576,45.6115,4.03031,29.08,5.1141,92.8,18.54,43.9,36.00738,14.607,55.043,26.925,22.2568,4.73334,3.096
2017-03-27,85.101,68.79,9.8656838,51.24784,42.51,129.4,30.014582,95.6,30.76,38.6,36.73,17.59,11.05,9.415,5.505,4.49467,165.97,27.435,19.11,221.11,10.1385,42.4855,4.95834,6.83,4.96662,70.555,52.07,49.29377,4.8635098,17.691,61.71,2.7422032,44.8115,3.99031,28.88,4.8541,90.0,18.34,43.15,35.65738,14.467,54.643,26.625,22.0568,4.69334,3.046
2017-03-28,85.151,69.19,9.894305,51.79784,42.46,130.5,30.014582,95.6,30.44,40.05,37.18,17.59,11.45,9.535,5.635,4.56467,166.37,27.985,19.06,222.31,10.0985,43.2355,4.97834,6.9,5.01662,71.155,51.97,49.59377,4.9260094,17.741,62.21,2.817758,44.8115,4.02031,30.28,5.1641,90.1,18.64,44.0,35.95738,14.727,54.343,26.575,22.3068,4.73334,3.086
2017-03-29,84.601,69.24,9.894305,52.04784,42.21,130.1,30.089713,95.3,30.36,40.15,36.83,17.74,11.15,9.515,5.645,4.63467,165.57,27.535,18.96,224.31,10.1185,43.4355,4.95834,6.93,5.04662,70.755,51.97,49.54377,4.9260094,17.391,62.26,2.817758,45.3115,4.04031,30.18,5.1241,87.8,18.54,43.35,35.95738,14.547,53.593,26.725,22.3068,4.73334,3.106
2017-03-30,85.001,69.84,9.9229262,51.99784,42.31,131.0,30.1272785,96.2,30.8,40.5,37.03,17.69,11.07,9.535,5.635,4.64467,165.37,27.585,18.61,221.51,10.1185,43.5855,4.96834,6.93,4.96662,70.055,51.42,48.69377,4.9260094,17.041,61.66,2.7777584,45.1115,3.99031,30.43,4.9941,88.5,18.29,42.7,36.20738,15.287,54.293,26.625,22.2068,4.70334,3.076
2017-03-31,83.851,69.14,9.9229262,51.79784,42.06,129.7,29.9770165,95.4,30.96,39.95,37.18,17.19,10.89,9.515,5.655,4.58467,166.57,28.035,18.61,219.11,10.0185,43.7855,4.89834,6.87,4.88662,69.405,51.87,47.64377,4.988509,16.841,62.31,2.684426,44.5115,3.95031,30.03,4.9741,85.75,18.44,41.85,35.65738,15.447,54.193,26.275,22.1068,4.68334,3.036
2017-04-03,83.701,69.89,10.0517216,51.94784,43.51,130.9,30.3526715,96.5,31.08,40.4,36.93,16.83,11.09,9.595,5.715,4.60467,167.07,28.485,18.76,221.51,10.4785,44.3355,4.88834,6.89,4.95662,70.305,52.77,47.54377,4.9468426,17.191,62.66,2.6755372,44.9115,3.98031,30.03,4.9641,87.0,18.94,42.1,35.45738,15.087,53.743,26.925,22.2068,4.71334,2.976
2017-04-05,83.701,70.04,10.108964,51.79784,44.16,131.4,30.5780645,98.2,30.88,40.8,36.93,17.69,10.89,9.515,5.815,4.71467,168.37,28.685,18.86,225.11,10.0585,45.4355,4.90834,7.01,4.98662,71.105,53.02,48.89377,4.9468426,17.441,61.91,2.7110924,45.2115,3.98031,30.98,5.0541,86.5,19.44,42.3,35.45738,14.807,53.093,26.625,22.2068,4.65334,2.946
2017-04-06,83.951,70.19,10.1375852,51.69784,44.06,130.1,30.765892,98.2,31.12,40.65,37.63,17.49,10.41,9.495,5.755,4.74467,166.97,28.835,19.26,224.31,10.5785,45.0355,4.85834,6.99,4.87662,70.205,53.22,49.54377,4.8635098,17.791,61.18,2.7333144,45.1615,3.90031,31.33,5.2241,85.5,18.94,43.1,35.15738,14.967,51.943,26.725,21.9068,4.59334,2.916
2017-04-07,83.701,70.19,10.180517,51.74784,44.11,129.6,30.61563,98.2,31.16,40.7,37.63,17.44,10.03,9.495,5.765,4.83467,166.87,28.885,19.36,223.51,10.1785,45.4355,4.98834,7.13,4.86662,69.855,53.62,49.24377,4.7645521,18.091,60.43,2.72887,45.1615,3.88031,31.73,5.3841,85.65,19.04,43.2,35.00738,14.607,50.893,26.275,21.8068,4.55334,2.906
2017-04-10,83.951,70.34,10.180517,51.89784,43.66,129.8,31.066416,98.8,31.16,41.25,37.98,17.64,9.49,9.455,5.825,4.76467,166.47,28.585,19.41,222.71,10.1985,44.6355,4.97834,7.08,4.90662,69.755,53.32,48.59377,4.83226,18.341,60.28,2.684426,45.2615,3.91031,31.23,5.1941,86.3,18.44,42.75,34.65738,14.547,51.293,26.175,21.5568,4.58334,2.906
2017-04-11,83.801,69.09,10.0231004,52.19784,44.01,128.7,31.216678,98.0,31.88,40.45,37.83,17.44,9.33,9.355,5.855,4.69467,164.77,29.085,19.36,221.31,10.1185,44.9355,4.88834,6.98,4.83662,68.705,53.42,47.89377,4.8739264,18.191,60.38,2.5999824,44.8115,3.84031,30.88,5.5841,88.1,18.76,42.1,34.45738,14.367,52.493,26.275,21.3068,4.55334,2.866
2017-04-12,83.751,70.14,10.1232746,52.69784,43.81,130.3,31.216678,98.9,31.2,40.9,37.53,17.64,9.71,9.475,5.765,4.68467,166.17,29.285,19.71,227.31,10.2585,45.8355,4.88834,7.04,4.86662,69.205,53.47,48.44377,4.9572592,18.491,62.73,2.6355376,45.3615,3.89031,31.38,5.5241,89.65,19.36,42.0,34.65738,14.307,52.693,26.175,21.4568,4.60334,2.886
2017-04-13,83.051,69.64,10.0946534,51.84784,43.31,128.2,31.4045055,100.5,30.56,40.65,37.18,17.74,9.61,9.435,5.835,4.65467,165.17,29.035,19.71,226.91,9.8185,45.1355,4.89834,7.02,4.89662,68.855,53.77,48.74377,5.0510086,18.591,62.78,2.6666484,45.3615,3.89031,31.28,5.7241,90.3,19.51,41.85,34.50738,14.407,52.693,26.075,21.3068,4.58334,2.886
2017-04-18,82.351,68.14,9.8084414,50.89784,43.21,127.3,30.991285,99.4,31.0,40.8,37.38,17.19,9.59,9.235,5.845,4.57467,162.67,28.635,19.51,224.31,9.7385,44.3355,4.83834,6.83,4.77662,67.905,54.57,48.44377,5.2280908,18.041,61.98,2.6088712,44.7115,3.80031,30.53,5.6441,90.25,19.81,42.35,34.15738,14.067,52.593,25.775,20.8068,4.47334,2.826
2017-04-19,81.951,67.24,9.7082672,50.59784,43.51,125.5,30.690761,97.4,30.68,39.75,37.48,16.75,10.27,9.155,5.805,4.48467,161.77,28.885,19.41,226.51,9.9985,44.8355,4.76834,6.72,4.73662,67.555,54.52,48.09377,5.248924,17.941,61.48,2.5866492,44.2115,3.78031,29.63,5.6741,95.1,19.71,42.65,34.05738,14.107,54.243,25.525,20.7568,4.42334,2.806
2017-04-20,82.151,67.69,9.8084414,50.74784,42.81,126.6,30.841023,98.5,30.36,39.7,37.58,16.69,10.63,9.275,5.845,4.51467,162.47,28.735,19.36,232.91,9.8185,45.3355,4.76834,6.68,4.79662,68.505,53.82,48.29377,5.2385074,17.891,60.88,2.6088712,45.0615,3.82031,30.03,5.7241,97.1,19.81,43.1,34.20738,14.207,56.893,25.425,21.1068,4.46334,2.826
2017-04-21,81.401,67.54,9.8084414,50.79784,44.91,125.8,30.61563,97.7,30.8,39.65,37.93,16.65,10.55,9.355,5.895,4.55467,161.77,28.785,19.21,232.71,9.8785,45.1855,4.72834,6.64,4.81662,68.205,56.42,48.69377,5.248924,17.341,61.28,2.6444264,45.2615,3.83031,30.03,5.6841,100.8,19.81,44.0,34.15738,14.287,57.343,25.375,20.9568,4.50334,2.856
2017-04-24,83.301,67.44,9.7941308,51.49784,44.66,128.6,30.5029335,96.2,31.04,38.9,38.08,16.69,10.41,9.475,5.735,4.58467,161.77,29.085,19.16,234.31,9.8585,45.2355,4.71834,6.65,4.86662,67.155,58.02,48.89377,5.2801738,17.491,62.13,2.6888704,45.3115,3.86031,29.48,5.6941,101.0,19.56,44.5,34.55738,14.447,57.393,25.675,21.2568,4.57334,2.876
2017-04-25,85.101,68.69,9.8084414,52.29784,44.76,129.1,30.841023,97.4,31.16,39.55,38.08,17.04,10.43,9.555,5.795,4.71467,162.97,29.335,19.36,239.11,9.7385,45.5855,4.73834,6.67,4.98662,67.555,58.42,48.94377,5.3426734,17.991,61.48,2.7333144,45.8615,3.97031,29.58,5.7841,101.7,20.06,44.55,35.35738,14.327,58.893,25.925,21.7068,4.74334,2.946
2017-04-26,85.151,69.44,9.8656838,52.59784,44.91,130.6,30.991285,98.0,30.88,41.55,37.98,17.39,9.81,9.715,5.745,4.71467,164.67,29.735,19.41,237.91,9.7785,45.6855,4.72834,6.66,5.00662,68.005,58.22,47.89377,5.248924,18.091,61.38,2.6710928,46.8115,4.01031,30.88,5.8741,101.4,19.76,43.95,35.70738,14.287,60.493,26.175,22.0568,4.75334,2.966
2017-04-27,85.251,69.99,9.8656838,52.89784,45.31,129.2,30.765892,98.4,30.44,40.4,38.18,17.34,9.65,9.635,5.875,4.62467,165.07,29.985,19.21,240.91,9.6585,45.2855,4.69834,6.63,4.97662,67.955,58.57,48.39377,5.248924,17.941,60.03,2.6933148,50.0115,3.98031,29.58,5.5441,103.2,19.16,44.05,36.15738,14.407,60.343,26.275,22.0068,4.68334,2.956
2017-04-28,85.401,69.94,9.9229262,52.74784,45.36,129.8,30.841023,97.9,30.2,40.7,38.63,17.39,9.49,9.715,5.905,4.58467,164.61,29.985,19.01,239.71,9.6785,45.2855,4.68834,6.66,4.95662,67.305,58.77,48.04377,5.1864244,17.441,59.18,2.684426,49.3615,3.95031,29.33,5.3841,109.0,19.21,44.0,35.95738,14.407,61.393,26.525,21.9068,4.63334,2.946
2017-05-02,86.001,69.64,9.894305,52.94784,45.96,130.2,30.8034575,98.6,29.92,40.7,38.28,17.31,9.73,9.675,5.955,4.52467,164.61,31.235,18.86,244.71,9.7185,45.1855,4.65834,6.56,4.93662,67.205,58.42,47.84377,5.3218402,17.091,57.93,2.6533152,50.2615,3.94031,29.33,5.4441,108.2,19.51,44.0,35.85738,14.107,64.393,26.725,21.9068,4.57334,2.926
2017-05-04,85.951,69.69,9.9372368,54.84784,46.21,134.4,30.61563,99.3,30.12,39.85,38.78,17.09,9.21,9.715,5.815,4.47467,163.61,31.085,18.71,240.11,9.6585,45.4355,4.57834,6.51,4.90662,68.055,57.62,47.69377,5.3114236,16.591,58.68,2.6266488,50.5115,3.90031,29.18,5.1741,104.7,19.91,44.7,35.70738,14.087,61.693,27.125,21.7568,4.53334,2.896
2017-05-05,85.351,69.49,9.8656838,54.99784,46.51,133.7,30.164844,97.8,30.84,37.9,39.58,16.79,9.25,9.555,5.745,4.30467,162.31,30.935,18.31,240.11,9.5985,45.0355,4.44834,6.41,4.79662,68.655,57.82,46.84377,5.4989224,15.891,58.38,2.61776,50.1115,3.83031,28.83,5.2041,101.9,19.06,44.6,35.10738,13.667,59.993,26.925,21.1568,4.42334,2.856
2017-05-08,85.901,70.69,9.894305,55.29784,47.06,134.7,30.4278025,97.7,30.88,37.35,39.88,16.87,9.71,9.495,5.725,4.36467,162.61,31.885,18.11,241.11,9.6585,45.6355,4.45834,6.42,4.84662,68.655,58.72,47.14377,5.4780892,15.991,58.13,2.6044268,49.9615,3.88031,28.43,5.3441,103.3,19.11,46.6,35.25738,13.747,61.443,27.125,21.3068,4.45334,2.876
2017-05-09,86.701,71.89,10.0087898,55.64784,46.86,134.8,30.765892,98.7,31.36,38.5,39.73,16.93,9.95,9.695,5.755,4.51467,167.41,32.385,18.46,247.11,9.9985,45.9355,4.52834,6.5,4.90662,69.155,59.62,47.34377,5.5197556,16.491,59.03,2.6355376,50.9115,3.91031,28.98,5.4841,104.5,19.46,46.2,36.00738,13.807,61.993,27.275,21.9068,4.51334,2.916
2017-05-10,88.951,71.59,10.0087898,55.84784,46.71,134.8,31.0288505,98.0,31.44,37.75,39.83,17.21,9.93,9.795,5.775,4.49467,167.21,31.885,18.46,246.71,9.8985,45.5355,4.49834,6.49,4.97662,69.805,59.52,47.59377,5.4676726,16.441,59.18,2.6488708,51.1615,3.97031,28.63,5.5941,105.8,19.01,45.75,37.65738,14.047,64.393,27.325,22.4068,4.53334,2.966
2017-05-11,90.151,71.09,10.037411,56.44784,46.46,134.9,31.1039815,97.8,31.56,37.9,41.08,17.17,10.33,9.895,5.745,4.52467,168.71,31.435,18.41,250.91,10.0185,46.6855,4.51834,6.6,4.99662,69.605,59.12,47.84377,5.509339,16.491,59.38,2.662204,51.3615,3.97031,28.63,5.5741,94.2,18.96,45.9,37.80738,14.327,63.193,27.225,22.6068,4.52334,2.956
2017-05-12,89.851,70.79,10.0660322,56.59784,46.73,135.0,31.1039815,97.2,31.56,37.95,41.18,16.69,10.11,9.915,5.785,4.53467,168.51,31.435,18.46,254.51,10.2585,47.4355,4.51834,6.65,5.00662,69.455,60.05,47.19377,5.6030884,16.541,59.58,2.7466476,50.9115,3.95031,28.53,5.6541,90.8,18.91,45.55,38.20738,14.127,61.193,27.325,22.8068,4.54334,2.976
