date,HK.00001,HK.00002,HK.00003,HK.00005,HK.00006,HK.00011,HK.00012,HK.00016,HK.00017,HK.00027,HK.00066,HK.00101,HK.00175,HK.00267,HK.00288,HK.00386,HK.00388,HK.00669,HK.00688,HK.00700,HK.00762,HK.00823,HK.00857,HK.00883,HK.00939,HK.00941,HK.01038,HK.01044,HK.01093,HK.01109,HK.01113,HK.01177,HK.01299,HK.01398,HK.01810,HK.01928,HK.02007,HK.02018,HK.02020,HK.02269,HK.02313,HK.02318,HK.02319,HK.02382,HK.02388,HK.02628,HK.03328,HK.03690,HK.03988
2020-03-25,47.086,66.8,11.660938,45.13693,42.9,129.0,27.65,94.7,31.32,45.15,39.17,14.06,11.73,8.065,7.025,3.36094,223.83,49.94,23.03,378.8,4.40814,64.0263,2.45967,7.0,5.98026,52.847,36.94,55.78847,8.2020366,30.756,37.03,7.1600394,66.817,5.00257,10.34,30.3,8.2542,40.1,58.03,34.166325,79.45,73.43126,26.753,108.69,20.361,14.42046,4.365,90.75,2.73068
2020-03-26,47.236,66.95,11.4133192,44.53693,42.75,126.6,27.3,95.65,30.84,44.3,39.32,14.3,11.45,7.585,7.025,3.32094,223.63,48.19,22.48,380.6,4.28814,63.0263,2.39967,6.93,5.91026,53.297,36.54,54.13847,8.3582856,29.156,37.13,7.080039,66.317,4.91257,10.24,30.05,8.1942,42.05,56.23,34.599654,77.55,73.68126,26.403,106.69,20.111,14.32046,4.275,90.15,2.71068
2020-03-27,49.986,68.25,11.5466524,44.23693,43.45,127.6,27.5,96.05,31.12,42.65,39.07,14.16,11.51,7.685,6.955,3.35094,226.43,48.94,22.53,381.2,4.20814,63.6263,2.37967,7.12,5.94026,53.297,37.84,52.58847,8.3166192,29.806,39.08,7.0267054,67.467,4.93257,10.2,29.45,8.4842,40.2,57.23,33.333,80.95,73.58126,25.553,106.29,20.211,14.38046,4.355,89.3,2.72068
2020-03-30,48.536,67.1,11.2037956,43.33693,42.8,125.5,27.0,94.05,30.56,40.6,38.27,14.04,11.03,7.415,6.725,3.39094,223.83,47.79,22.53,375.4,4.19814,61.6263,2.44967,6.92,5.89026,52.647,37.19,52.88847,8.3062026,29.756,38.78,7.0667056,66.867,4.93257,10.06,28.0,8.4242,39.0,54.83,32.33301,79.85,73.08126,26.253,101.09,19.661,14.12046,4.295,88.0,2.69068
2020-03-31,49.386,68.4,11.8323664,42.98693,43.55,127.0,27.75,97.25,31.32,41.35,38.82,14.98,11.19,7.725,6.935,3.53094,225.63,49.19,23.03,379.0,4.30814,62.8263,2.66967,7.48,5.99026,54.397,38.74,55.63847,7.9416216,30.806,40.53,6.7600374,68.867,5.02257,10.44,28.4,8.7742,40.1,56.38,33.499665,80.5,73.83126,26.753,103.59,20.011,14.38046,4.405,93.65,2.76068
2020-04-01,49.136,67.25,11.9276044,38.78693,43.1,121.8,27.75,97.45,31.48,40.5,38.32,14.92,10.59,7.285,6.855,3.44094,222.83,48.34,22.93,373.2,4.27814,62.9763,2.61967,7.38,5.86026,53.797,37.94,55.28847,7.5874572,30.256,40.73,6.6667036,68.417,4.89257,10.2,27.6,8.5242,39.5,53.98,35.166315,77.2,72.98126,26.103,103.49,20.261,14.20046,4.315,92.85,2.73068
2020-04-02,49.536,68.9,11.9847472,37.73693,43.15,125.5,27.9,97.75,31.8,41.3,38.72,14.54,10.63,7.295,6.915,3.77094,226.83,46.84,23.28,378.6,4.40814,61.6263,2.88967,7.98,5.87026,55.847,37.99,55.88847,7.6812066,30.756,41.23,6.8400378,68.517,4.90257,10.38,27.8,8.6642,39.85,54.73,36.766299,76.4,73.13126,26.753,106.79,20.761,14.30046,4.305,93.95,2.74068
2020-04-03,49.586,71.9,12.0990328,36.73693,44.45,128.7,28.25,97.35,31.84,41.0,40.07,14.72,10.63,7.225,6.975,3.64094,228.23,47.29,23.98,375.2,4.67814,60.5763,2.71967,7.91,5.78026,57.397,39.79,58.33847,7.8062058,30.556,41.63,6.9733718,68.917,4.86257,10.26,27.3,8.5842,39.7,51.43,37.599624,76.0,72.68126,26.903,105.59,21.461,14.30046,4.295,92.85,2.72068
2020-04-06,52.886,75.0,12.6895084,37.78693,46.45,133.3,29.4,100.85,32.96,42.85,40.22,15.22,10.97,7.335,7.165,3.72094,232.23,49.74,24.43,380.2,4.97814,62.2263,2.80967,8.24,5.87026,58.747,42.09,60.83847,7.931205,31.056,43.03,7.080039,69.567,4.91257,10.5,27.95,8.8042,41.65,50.63,37.99962,80.85,73.38126,27.653,109.19,22.111,14.70046,4.355,94.45,2.76068
2020-04-07,54.686,76.7,12.8799844,38.98693,47.6,131.9,30.0,102.85,33.52,46.0,41.17,15.82,11.21,7.535,7.615,3.74094,235.63,52.64,25.08,386.4,5.17814,64.1263,2.81967,8.29,5.95026,59.997,44.44,62.03847,8.347869,31.406,44.03,7.28004,71.367,4.98257,10.48,28.6,9.1142,43.0,55.68,38.399616,82.1,74.48126,28.153,115.19,22.361,15.04046,4.505,97.55,2.80068
2020-04-08,53.486,75.55,12.7847464,38.73693,46.95,131.5,30.0,101.45,33.24,45.15,40.67,15.5,10.87,7.355,7.425,3.66094,234.23,53.89,25.18,383.8,4.99814,63.8263,2.75967,8.02,5.88026,58.297,43.64,60.93847,8.3166192,30.856,43.98,7.2267064,70.867,4.88257,10.18,28.45,8.8442,42.1,53.43,37.966287,81.1,73.93126,27.603,111.39,22.261,14.68046,4.405,96.8,2.76068
2020-04-09,54.886,76.6,13.0704604,39.83693,47.7,132.4,30.45,103.25,33.76,48.0,41.07,15.76,11.25,7.615,7.505,3.72094,239.23,55.74,25.78,390.2,5.09814,64.6263,2.80967,8.27,5.92026,58.347,44.89,62.53847,8.6812002,31.506,44.58,7.4667076,70.317,4.92257,10.14,30.45,8.9942,40.35,58.48,38.232951,85.7,73.93126,28.053,111.69,22.711,14.88046,4.435,97.25,2.78068
2020-04-14,55.036,78.2,13.4133172,40.28693,49.25,133.3,30.4,103.05,33.84,48.35,41.77,15.86,11.05,7.505,7.445,3.75094,241.23,56.19,25.38,393.8,5.05814,66.1263,2.72967,8.03,5.92026,58.747,45.29,61.63847,8.556201,31.806,46.33,7.4267074,70.617,4.92257,10.18,30.2,9.1442,39.05,58.93,38.132952,87.1,74.98126,28.353,109.09,23.061,14.94046,4.495,97.75,2.79068
2020-04-15,54.536,79.1,13.3942696,39.43693,49.05,131.6,30.15,102.45,33.6,47.95,41.52,15.76,10.95,7.365,7.195,3.59094,238.83,56.64,24.58,393.8,4.86814,65.9263,2.60967,7.58,5.86026,57.647,44.54,61.63847,8.504118,30.656,45.28,7.4400408,69.017,4.87257,10.48,30.0,8.9442,38.4,61.03,37.866288,89.6,74.48126,27.803,110.59,22.711,14.84046,4.435,97.85,2.77068
2020-04-16,53.986,78.05,13.3371268,38.53693,48.45,130.3,30.15,102.45,33.36,48.75,41.12,15.3,10.81,7.305,7.135,3.59094,236.63,55.49,24.63,405.6,4.75814,66.1263,2.57967,7.71,5.75026,56.897,44.14,63.13847,8.4207852,30.306,45.23,7.4000406,68.167,4.80257,10.42,30.4,8.9642,38.7,62.53,38.466282,87.1,73.83126,27.653,108.89,22.411,14.64046,4.375,98.85,2.73068
2020-04-17,55.186,78.4,13.3561744,38.33693,48.5,131.5,30.45,103.95,34.04,49.95,41.92,15.72,11.45,7.525,7.235,3.58094,238.83,56.64,25.13,408.4,4.83814,67.5263,2.58967,7.74,5.77026,57.047,45.29,63.38847,8.399952,30.906,45.88,7.6400418,71.317,4.85257,10.4,31.85,9.1742,39.1,63.38,38.832945,91.95,76.28126,27.953,112.19,22.761,15.28046,4.475,100.0,2.77068
2020-04-20,54.236,78.05,13.0704604,38.88693,48.55,131.7,30.1,100.75,34.0,49.75,40.87,15.86,11.47,7.375,7.305,3.60094,236.03,55.99,25.18,407.4,4.89814,66.7263,2.60967,7.87,5.74026,57.747,44.94,63.03847,8.4832848,30.256,45.18,7.8667096,70.867,4.83257,10.34,31.75,9.0342,38.45,64.78,39.966267,91.8,76.58126,27.803,111.49,22.711,15.52046,4.415,100.9,2.76068
2020-04-21,52.686,78.1,12.7656988,37.98693,47.7,128.5,29.5,98.85,33.16,47.9,40.42,15.66,11.01,7.115,7.225,3.50094,234.23,53.89,24.73,399.4,4.71814,64.3763,2.53967,7.62,5.65026,56.597,43.34,62.53847,8.0978706,29.806,44.93,7.2400398,68.867,4.76257,10.04,30.1,8.8642,37.05,61.98,39.499605,86.3,75.43126,26.753,107.09,22.111,14.90046,4.345,98.55,2.73068
2020-04-22,53.536,78.7,12.6895084,37.68693,48.45,128.2,29.2,97.75,32.96,48.7,40.47,15.66,11.15,7.165,7.345,3.47094,234.43,54.49,25.03,408.2,4.73814,64.3763,2.50967,7.59,5.66026,58.197,43.64,63.63847,8.0978706,29.606,44.88,7.3333736,68.817,4.76257,10.12,30.7,8.8242,36.85,63.03,39.9996,87.7,75.48126,26.903,106.09,22.061,15.02046,4.355,101.3,2.70068
2020-04-23,53.286,78.5,12.8228416,37.53693,49.15,128.9,29.45,99.25,33.24,50.45,40.67,15.96,11.23,7.155,7.465,3.49094,236.23,55.84,25.18,410.4,4.84814,64.8263,2.52967,7.79,5.67026,58.247,43.74,64.13847,8.1603702,29.906,45.58,7.4533742,68.367,4.77257,10.16,31.55,9.0142,36.3,63.03,40.499595,86.15,75.73126,27.303,105.09,21.961,15.02046,4.335,100.0,2.66068
2020-04-24,52.336,78.3,12.6895084,37.58693,48.55,126.9,29.25,97.65,32.92,49.3,40.02,15.58,11.17,7.015,7.305,3.45094,236.83,55.34,25.08,405.2,4.80814,63.6263,2.51967,7.86,5.66026,57.797,42.84,64.23847,7.9624548,29.656,45.03,7.4267074,68.267,4.77257,10.0,30.95,8.9642,37.35,63.43,38.466282,85.15,74.98126,27.253,105.69,22.061,15.04046,4.345,99.2,2.65068
2020-04-27,52.886,79.3,12.9180796,38.33693,48.9,128.5,29.8,100.25,34.04,49.95,40.57,15.66,11.63,7.385,7.435,3.50094,238.83,56.89,25.93,411.8,5.00814,64.1263,2.55967,7.88,5.82026,59.397,43.44,64.78847,7.8687054,30.306,46.18,7.6267084,69.667,4.89257,10.08,31.75,9.1442,36.9,64.43,39.232941,88.7,75.73126,27.803,108.19,22.161,15.44046,4.525,100.1,2.70068
2020-04-28,54.036,80.05,12.99427,38.78693,49.0,130.2,29.95,101.85,34.56,50.7,41.42,15.7,11.63,7.595,7.525,3.56094,244.43,58.24,26.88,416.0,4.91814,65.4263,2.57967,8.0,5.90026,59.797,43.89,66.08847,8.0457876,30.106,46.98,7.6533752,70.517,4.96257,10.28,32.3,9.2542,37.6,65.43,39.866268,88.35,76.48126,28.503,108.99,22.411,15.60046,4.635,101.0,2.73068
2020-04-29,54.486,79.7,12.8609368,39.08693,49.05,131.0,29.9,101.45,34.56,50.45,41.82,15.86,11.87,7.685,7.165,3.63094,243.83,57.94,27.43,415.8,4.84814,66.7263,2.61967,8.14,5.97026,59.197,43.74,66.43847,7.879122,30.606,47.08,7.5067078,70.667,4.98257,10.2,31.9,9.3842,37.85,64.88,40.33293,88.45,77.38126,27.453,109.29,22.411,15.74046,4.575,103.8,2.76068
2020-05-04,52.386,77.8,12.422842,37.43693,47.65,126.6,28.3,97.65,33.2,48.7,40.07,15.36,11.29,6.925,6.815,3.30094,238.23,55.89,25.88,398.8,4.62814,64.4263,2.37967,7.51,5.71026,56.847,42.44,63.78847,7.410375,28.756,45.88,7.28004,66.617,4.77257,10.0,30.4,8.7742,35.75,62.03,38.899611,84.95,75.68126,26.103,103.09,21.911,14.88046,4.335,100.7,2.66068
2020-05-05,52.936,77.6,12.5752228,37.83693,47.8,127.7,28.5,98.95,33.84,50.05,41.17,15.55,11.83,7.005,6.935,3.36094,245.43,60.94,25.68,404.8,4.73814,64.9263,2.42967,7.74,5.74026,56.897,43.09,63.43847,7.67079,29.406,46.18,7.4267074,66.567,4.76257,10.08,30.9,8.8842,36.35,62.43,38.966277,88.9,75.78126,26.903,106.89,22.311,14.92046,4.375,104.3,2.66068
2020-05-06,53.786,78.3,12.8228416,37.83693,48.2,128.8,28.65,99.15,34.2,51.15,41.77,15.81,12.33,7.345,6.935,3.39094,245.23,63.19,25.33,408.8,4.79814,65.8763,2.51967,7.97,5.78026,56.447,43.79,62.78847,7.7645394,29.756,46.63,7.8400428,67.967,4.80257,10.5,31.3,9.1442,37.85,63.78,39.599604,89.35,76.58126,27.853,112.39,22.611,14.84046,4.485,108.0,2.68068
2020-05-07,53.036,76.85,12.7276036,37.68693,47.3,128.5,28.45,97.55,34.12,51.1,41.62,15.95,12.37,7.235,6.845,3.39094,238.23,62.84,24.63,406.0,4.72814,65.5263,2.48967,7.92,5.73026,55.847,42.84,62.03847,7.931205,29.406,46.23,7.813376,67.917,4.78257,10.36,30.7,9.1842,37.45,63.03,40.166265,89.5,76.78126,27.303,112.19,22.511,14.78046,4.435,107.7,2.68068
2020-05-08,53.886,76.9,12.7847464,38.38693,47.6,129.7,28.7,97.45,34.4,53.7,41.47,16.45,12.71,7.435,6.815,3.41094,234.63,63.79,24.78,417.0,4.81814,65.5763,2.52967,8.08,5.81026,55.847,42.94,62.23847,8.0666208,29.806,46.78,7.8667096,68.367,4.82257,11.2,31.1,9.3942,38.95,67.33,41.599584,89.45,77.70359,27.403,114.89,22.611,14.80046,4.515,111.6,2.70068
2020-05-11,54.286,77.05,12.803794,38.88693,47.75,132.0,29.5,97.25,34.64,54.25,41.57,16.83,12.83,7.505,6.895,3.47094,241.83,65.44,25.18,433.8,4.84814,66.0763,2.57967,8.1,5.87026,55.897,43.84,61.73847,8.0770374,30.456,47.98,7.8267094,69.417,4.88257,11.5,32.15,9.6342,39.65,66.93,42.33291,91.6,78.30359,28.153,119.79,22.961,15.16046,4.535,109.7,2.72068
2020-05-12,53.086,76.95,12.6323656,38.13693,47.6,130.3,28.9,94.35,34.28,52.9,41.22,16.49,12.65,7.285,6.825,3.36094,243.43,64.14,24.38,429.8,4.73814,64.6763,2.49967,7.87,5.81026,54.597,43.29,61.98847,7.8999552,29.556,46.33,7.7333756,68.267,4.81257,11.64,31.6,9.4342,39.95,66.23,43.266234,89.6,77.80359,28.603,117.99,22.661,14.68046,4.495,112.0,2.69068
2020-05-13,53.436,76.95,12.708556,37.73693,47.8,129.3,28.65,93.0,34.2,52.4,40.57,16.55,12.55,7.115,6.925,3.37094,246.43,64.64,24.48,428.4,4.62814,64.4263,2.46967,7.88,5.80026,54.547,43.84,62.88847,8.0666208,29.656,45.98,7.94671,67.267,4.80257,11.82,30.95,9.4742,39.65,68.73,44.966217,90.8,77.25359,29.303,118.99,22.811,14.60046,4.475,118.1,2.69068
2020-05-14,53.036,76.4,12.5942704,37.03693,47.35,126.7,28.05,91.75,33.6,51.6,39.82,16.25,12.35,6.895,6.805,3.27094,241.43,62.69,23.83,429.4,4.50814,63.4763,2.40967,7.7,5.74026,53.597,44.54,62.43847,7.8999552,28.556,45.23,7.9067098,65.867,4.74257,11.96,30.15,9.3242,39.95,67.39,44.99955,86.5,76.20359,28.353,117.89,22.361,14.16046,4.385,121.5,2.65068
2020-05-15,52.586,75.75,12.6323656,36.93693,47.65,127.0,28.05,91.65,33.32,52.05,40.07,16.49,12.17,6.855,6.485,3.23094,244.23,62.89,23.33,421.2,4.58814,63.2763,2.38967,7.77,5.75026,53.347,44.59,62.38847,7.9520382,28.806,45.08,7.9200432,66.967,4.73257,11.96,29.85,9.2842,42.55,67.79,45.032883,87.7,76.15359,28.003,121.69,22.511,14.02046,4.405,119.4,2.66068
2020-05-18,53.186,76.4,12.6704608,37.03693,46.88,127.3,27.85,91.95,33.32,52.55,40.17,16.57,12.45,6.905,6.605,3.37094,246.63,64.19,23.68,423.0,4.71814,63.7763,2.52967,8.43,5.79026,54.097,43.12,62.83847,8.035371,29.106,46.28,8.013377,67.017,4.76257,12.04,30.3,9.1242,39.9,67.44,46.266204,87.95,76.30359,28.203,107.79,22.611,14.04046,4.445,121.9,2.67068
2020-05-19,54.386,77.45,12.8799844,38.28693,47.13,129.8,28.5,94.25,34.2,53.05,40.87,16.67,12.73,7.165,6.485,3.47094,257.03,66.89,24.03,430.0,4.76814,66.2263,2.60967,8.67,5.88026,53.697,44.12,63.38847,8.0770374,29.506,47.26,8.0933774,69.117,4.80257,12.66,31.05,9.2342,40.95,68.89,45.232881,92.05,77.65359,28.403,112.09,23.061,14.54046,4.505,125.8,2.71068
2020-05-20,53.536,78.1,12.9371272,37.28693,47.23,130.4,28.25,94.15,33.88,54.0,41.27,16.75,12.61,7.035,6.445,3.42094,257.63,67.32,23.78,440.0,4.58814,65.9763,2.56967,8.52,5.92026,52.647,43.17,64.53847,8.4624516,29.356,46.81,8.213378,69.317,4.81257,12.8,31.3,9.2342,43.75,70.59,44.566221,91.45,77.80359,28.803,112.79,22.961,14.42046,4.475,128.5,2.71068
2020-05-21,52.686,77.35,12.6323656,37.33693,46.33,129.0,27.9,93.45,33.48,52.8,40.97,16.51,12.43,7.025,6.335,3.39094,262.83,66.42,23.78,433.4,4.54814,64.9763,2.55967,8.42,5.92026,54.447,42.52,63.83847,8.3270358,29.356,46.16,8.0000436,69.367,4.77257,12.7,30.65,9.2542,42.65,68.64,44.33289,87.95,77.65359,28.453,110.49,22.911,14.28046,4.475,127.6,2.71068
2020-05-22,49.136,73.95,11.9276044,34.68693,43.48,119.6,25.9,85.8,30.0,50.0,37.8,15.59,11.65,6.565,6.085,3.19094,250.83,64.92,22.63,412.4,4.23814,58.0763,2.39967,7.97,5.67026,52.897,39.42,60.98847,7.827039,27.556,42.26,7.546708,62.717,4.65257,11.86,28.95,8.5942,39.75,64.94,41.832915,84.6,75.00359,27.103,104.19,21.011,13.26046,4.265,118.5,2.62068
2020-05-25,48.386,73.35,11.8323664,34.53693,42.83,114.9,25.15,84.15,29.72,51.2,37.15,15.69,11.79,6.625,6.055,3.19094,266.83,67.47,23.08,416.6,4.22814,56.3263,2.41967,8.07,5.74026,52.67,39.02,61.60844,7.9207884,28.106,41.21,7.613375,61.717,4.68257,12.26,29.0,8.6942,41.2,66.34,42.166245,85.8,74.55359,27.703,105.29,20.361,13.26046,4.305,125.8,2.63068
2020-05-26,49.736,74.9,12.1942708,35.73693,43.58,119.2,26.45,87.65,30.68,53.15,37.55,16.13,11.97,6.895,6.145,3.23094,264.23,68.07,23.38,425.4,4.30814,57.5763,2.48967,8.19,5.76026,53.32,40.67,62.25844,8.1291204,29.106,42.11,7.9200432,63.467,4.69257,12.42,30.15,8.9942,41.25,68.24,42.99957,88.9,75.25359,28.953,106.99,20.761,13.64046,4.355,138.9,2.64068
2020-05-27,49.086,74.2,11.9085568,36.18693,42.18,117.8,26.55,87.85,30.28,52.85,37.5,16.33,11.85,6.945,6.085,3.25094,264.63,68.47,23.23,420.0,4.37814,55.9263,2.47967,8.25,5.74026,52.82,39.32,60.25844,8.6812002,28.756,42.16,7.9067098,63.217,4.70257,12.08,30.8,8.8942,40.9,67.14,41.499585,87.2,75.15359,28.353,105.3,20.311,13.80046,4.335,135.3,2.64068
2020-05-28,47.636,73.15,11.8895092,35.83693,42.23,117.1,26.35,86.75,29.76,52.4,36.6,16.31,11.72,6.985,6.095,3.31094,261.43,67.27,23.03,408.2,4.37814,54.1263,2.45967,8.15,5.83026,52.57,38.42,60.15844,7.774956,29.056,41.41,7.5200412,63.417,4.74257,11.82,30.55,8.9842,39.35,67.84,40.33293,90.15,75.60359,27.753,103.2,20.411,13.68046,4.365,137.0,2.64068
2020-05-29,46.786,72.85,12.0799852,34.68693,42.38,113.5,25.85,84.05,29.2,52.3,36.9,16.13,10.6,6.975,6.365,3.30094,262.03,66.17,22.58,410.4,4.32814,55.0763,2.48967,7.98,5.74026,52.57,38.02,61.95844,7.7645394,29.356,41.81,8.080044,61.567,4.71257,12.02,30.15,8.9742,39.7,68.89,40.599594,90.25,75.60359,27.503,102.4,20.161,13.72046,4.355,146.7,2.62068
2020-06-01,48.086,75.15,12.4037944,35.43693,43.73,117.6,27.15,89.5,30.96,54.7,38.15,16.65,10.9,7.295,6.285,3.3901,274.63,68.47,23.68,429.0,4.42,58.4263,2.53967,8.38,5.94026,53.97,39.52,63.25844,8.0145378,30.356,43.11,8.6267134,64.817,4.81257,12.14,30.6,9.557,41.8,71.29,42.366243,94.1,76.50359,28.803,108.0,21.011,14.12046,4.475,150.0,2.67068
2020-06-02,48.886,75.63,12.4990324,36.03693,43.73,118.5,27.65,91.3,31.48,54.7,38.85,16.85,11.08,7.395,6.215,3.3601,279.83,69.82,23.98,430.4,4.32,62.3763,2.51967,8.48,5.96026,53.42,40.47,62.70844,8.3895354,30.706,43.41,8.6533802,66.917,4.85257,12.46,30.85,9.637,41.9,73.09,43.099569,94.35,77.50359,28.803,107.5,21.461,14.28046,4.495,147.1,2.70068
2020-06-03,49.936,75.73,12.51808,36.98693,43.28,120.1,27.95,91.2,31.8,54.7,39.45,16.91,11.46,7.515,6.315,3.4801,284.23,71.37,23.88,432.6,4.45,63.0263,2.59967,8.9,6.01026,53.42,40.77,62.95844,8.2228698,30.606,43.41,8.8000476,70.5,4.85257,12.76,30.8,9.687,42.1,75.34,44.066226,96.75,79.10359,29.403,108.8,22.111,14.68046,4.545,155.3,2.71068
2020-06-04,50.686,75.33,12.4037944,37.68693,43.03,119.9,28.05,90.9,31.76,56.0,39.3,16.89,11.5,7.485,6.485,3.4501,283.83,70.72,23.48,435.0,4.45,62.2263,2.56967,8.95,5.99026,52.97,40.37,61.75844,8.2020366,30.506,43.51,8.946715,70.65,4.88257,12.66,32.3,9.757,41.65,76.64,44.166225,99.7,79.65359,29.853,109.9,22.261,14.56046,4.545,164.2,2.71068
2020-06-05,52.986,75.83,12.6704608,39.33693,43.83,130.4,29.2,94.8,33.6,56.05,40.45,17.31,11.76,7.665,6.7,3.5101,286.03,73.12,23.98,434.2,4.62,63.3763,2.63967,9.13,6.04026,53.12,41.52,61.40844,8.2228698,31.456,45.81,9.080049,71.25,4.94257,13.02,32.95,9.947,43.3,76.69,43.699563,101.1,80.45359,29.65,114.0,23.061,14.98046,4.635,159.0,2.76068
2020-06-08,53.736,75.48,12.708556,39.83693,43.93,135.0,29.7,95.55,34.12,55.3,40.9,17.29,11.96,7.535,6.63,3.5201,284.63,73.92,23.78,430.0,4.6,63.2763,2.65967,9.33,5.94026,52.42,41.22,59.25844,8.0666208,31.306,46.41,9.146716,71.9,4.87257,12.86,32.95,9.927,43.95,76.39,41.66625,100.7,80.90359,29.2,114.0,23.261,15.50046,4.555,154.8,2.74068
2020-06-09,54.786,75.93,12.74,39.18693,44.63,134.1,30.6,97.85,35.08,56.35,42.35,17.03,12.42,7.775,6.87,3.6001,282.63,74.47,24.28,433.8,4.65,65.6763,2.69967,9.35,5.99026,54.37,42.37,59.75844,8.139537,31.606,47.46,9.0667156,73.85,4.92257,12.98,34.1,10.047,43.05,73.74,41.899581,101.3,81.30359,30.8,114.3,23.761,16.24046,4.575,151.5,2.77068
2020-06-10,54.186,75.63,12.58,38.58693,44.03,132.7,30.15,97.55,35.28,56.35,41.35,17.15,12.14,7.765,6.79,3.5301,288.23,73.77,24.38,446.2,4.64,66.4263,2.65967,9.3,6.04026,54.22,41.62,60.05844,8.2020366,32.256,47.51,9.2267164,73.1,4.94257,13.14,34.25,10.007,42.55,73.74,42.66624,100.7,81.25359,30.4,113.5,23.611,16.14046,4.575,159.6,2.78068
2020-06-11,52.086,75.18,12.4,36.68693,43.83,127.3,29.2,94.55,34.36,53.5,40.45,16.83,11.98,7.645,6.74,3.4301,286.23,72.42,23.48,442.4,4.44,65.3763,2.56967,9.06,5.93026,53.22,41.02,59.40844,7.9937046,31.206,46.06,9.1867162,71.0,4.87257,12.82,32.8,9.787,42.1,71.04,42.732906,97.5,80.20359,29.9,111.5,22.911,15.48046,4.485,165.0,2.72068
2020-06-12,51.436,75.58,12.42,36.13693,43.53,125.1,29.05,95.35,34.92,54.45,40.6,17.25,12.04,7.425,6.69,3.3301,288.03,73.42,23.13,441.0,4.33,65.6835,2.48967,8.63,5.85026,52.72,40.47,58.60844,7.8999552,30.756,46.66,9.1333792,71.05,4.83257,12.8,32.55,9.657,41.8,70.44,42.99957,94.6,79.70359,29.6,109.8,22.661,15.18046,4.445,165.6,2.69068
2020-06-15,49.936,74.03,12.08,35.33693,42.48,124.9,28.7,92.65,34.2,51.85,39.3,17.03,11.6,7.145,6.58,3.2601,279.23,69.82,22.78,433.6,4.25,63.6835,2.41967,8.41,5.79026,51.57,40.57,58.60844,7.774956,29.806,45.61,9.0000452,68.85,4.76257,12.46,31.15,9.357,40.9,67.64,42.33291,90.6,78.50359,29.15,107.0,22.261,14.74046,4.375,159.5,2.65068
2020-06-16,51.186,74.43,12.2,36.23693,43.03,126.5,29.3,93.8,34.68,53.4,39.8,17.63,11.82,7.735,6.85,3.3501,287.63,73.72,23.73,448.8,4.38,64.3835,2.57967,8.77,5.87026,52.62,41.97,60.50844,7.9937046,30.656,46.76,9.360047,70.3,4.83257,12.9,31.8,9.627,43.05,69.09,43.599564,95.4,78.90359,29.55,115.7,22.711,15.16046,4.445,172.0,2.68068
2020-06-17,51.736,74.43,12.16,36.53693,42.98,128.9,29.75,95.35,34.96,52.8,39.8,17.95,11.9,7.555,6.83,3.3601,285.43,75.52,23.78,450.6,4.43,64.9335,2.61967,8.79,5.86026,52.62,42.22,60.65844,8.1812034,31.256,47.36,9.8000492,71.55,4.83257,12.5,31.75,9.747,42.65,69.39,44.899551,95.05,78.90359,30.3,115.4,22.711,15.22046,4.465,172.4,2.70068
2020-06-18,51.136,74.73,12.16,35.93693,43.33,128.9,29.9,96.05,34.84,52.65,40.0,17.87,12.6,7.445,6.77,3.3301,287.83,75.72,23.73,458.0,4.38,64.5835,2.61967,8.67,5.82026,52.57,41.97,60.00844,8.625,30.982,47.16,9.693382,71.65,4.82257,12.66,31.75,9.827,43.5,70.84,45.366213,94.4,78.45359,30.4,115.4,22.761,15.24046,4.455,172.5,2.68068
2020-06-19,51.186,75.03,12.1,36.18693,43.33,130.9,30.45,98.25,36.32,54.35,39.9,17.73,12.52,7.455,6.86,3.3501,292.23,77.57,24.28,460.4,4.45,64.2835,2.61967,8.73,5.91026,52.72,42.17,59.80844,8.6625,31.232,47.66,9.8400494,71.45,4.89257,12.9,31.95,9.787,46.35,71.19,46.199538,96.75,78.25359,30.45,114.1,23.061,15.24046,4.475,174.0,2.70068
2020-06-22,50.586,73.28,11.94,35.53693,42.78,129.5,29.8,96.35,36.24,52.35,39.2,17.73,12.28,7.345,6.69,3.3101,303.43,75.12,24.03,474.2,4.35,63.4835,2.59207,8.7,5.85026,52.42,41.22,59.20844,8.4875,30.382,47.36,9.5733814,72.75,4.86,12.56,31.0,9.697,47.25,71.79,46.132872,95.8,77.95359,30.4,115.6,22.861,15.08046,4.455,170.5,2.69068
2020-06-23,50.286,74.88,12.1,36.28693,43.08,130.3,29.9,96.65,36.86,53.35,40.3,17.91,12.34,7.57,6.81,3.3001,311.83,76.47,24.13,497.4,4.42,62.5835,2.60207,8.78,5.91026,53.22,41.47,60.15844,8.65,30.832,47.46,9.9333832,74.55,4.88,12.72,31.0,9.687,46.8,72.34,48.599514,98.4,78.15359,30.2,116.4,23.061,15.22046,4.465,176.8,2.71068
2020-06-24,50.036,74.33,11.98,35.83693,42.63,130.0,29.5,95.45,36.41,53.15,40.15,18.13,12.28,7.37,6.76,3.2501,309.63,75.27,23.83,490.8,4.44,62.5335,2.56207,8.6,5.87026,53.47,40.77,60.70844,8.8375,30.582,47.61,9.8800496,75.25,4.81,13.88,31.35,9.657,49.35,71.79,48.499515,97.35,78.25359,30.0,119.8,23.061,15.12046,4.435,178.4,2.69068
