date,HK.00001,HK.00002,HK.00003,HK.00005,HK.00006,HK.00011,HK.00012,HK.00016,HK.00017,HK.00027,HK.00066,HK.00101,HK.00175,HK.00267,HK.00288,HK.00386,HK.00388,HK.00669,HK.00688,HK.00700,HK.00762,HK.00823,HK.00857,HK.00883,HK.00939,HK.00941,HK.01038,HK.01044,HK.01093,HK.01109,HK.01113,HK.01177,HK.01299,HK.01398,HK.01810,HK.01928,HK.02007,HK.02018,HK.02020,HK.02269,HK.02313,HK.02318,HK.02319,HK.02382,HK.02388,HK.02628,HK.03328,HK.03690,HK.03988
2020-06-26,49.236,73.68,11.88,35.53693,42.58,128.2,29.1,94.8,36.26,52.0,40.1,18.11,12.64,7.26,6.65,3.2001,311.23,74.97,23.43,485.0,4.32,62.3835,2.51207,8.5,5.82026,51.87,39.92,59.65844,9.275,29.982,46.96,9.693382,73.75,4.76,13.32,31.0,9.547,48.75,70.84,49.832835,95.65,77.45359,30.0,126.3,23.061,15.00046,4.445,174.7,2.70068
2020-06-29,48.636,73.03,11.84,34.88693,42.03,125.6,28.8,93.2,34.71,50.8,39.15,18.07,12.28,7.18,6.47,3.1901,311.83,75.87,23.18,486.0,4.2,62.2335,2.47207,8.39,5.88026,50.27,39.07,59.45844,8.9125,29.582,46.16,9.7067154,72.05,4.75,13.0,30.2,9.417,47.7,68.94,49.566171,93.65,76.90359,29.7,123.4,22.911,14.76046,4.445,171.7,2.68068
2020-06-30,49.186,73.53,11.88,35.03693,41.38,125.7,28.9,94.0,34.76,52.75,39.9,18.19,12.2,7.18,6.59,3.1501,321.83,75.27,23.0,498.6,4.19,61.9335,2.47207,8.42,5.92026,50.77,39.22,59.35844,9.1125,29.182,45.86,9.693382,71.95,4.7,12.84,30.4,9.287,47.45,68.19,47.266194,92.5,76.60359,29.6,124.0,23.211,14.80046,4.435,171.9,2.66068
2020-07-02,50.636,74.98,11.98,36.13693,42.98,128.7,30.1,96.45,37.56,53.6,41.4,19.15,12.58,7.62,6.77,3.2401,341.83,75.07,24.6,518.5,4.37,63.2335,2.54207,8.79,6.09,52.97,39.97,59.70844,9.05,31.482,46.71,9.8133826,74.35,4.86,13.6,30.65,9.767,49.0,69.29,47.33286,92.55,79.05359,30.85,126.8,23.553,16.32046,4.665,179.4,2.74068
2020-07-03,51.136,75.23,11.98,36.28693,42.88,128.7,30.2,96.15,37.16,54.7,41.3,19.05,14.16,7.66,6.89,3.3001,337.23,76.17,25.1,524.5,4.43,63.3835,2.60207,8.8,6.14,53.12,39.77,60.10844,9.2,32.282,47.41,9.8800496,74.6,4.92,14.26,31.7,10.147,52.25,69.64,46.966197,92.9,80.20359,31.25,134.7,23.503,16.82046,4.735,191.7,2.81068
2020-07-06,53.186,75.23,12.12,38.13693,43.68,131.7,31.2,99.25,39.61,54.95,42.6,19.75,16.4,8.18,7.35,3.4101,345.23,79.67,26.5,520.0,4.87,65.0835,2.80207,8.99,6.52,56.42,41.62,61.65844,9.3875,34.182,48.86,9.4667142,77.05,5.19,14.98,32.45,10.927,57.4,71.94,46.499535,93.6,85.25359,32.6,142.8,24.553,19.35046,4.97,191.0,2.95068
2020-07-07,52.086,73.58,11.92,37.48693,43.13,129.6,30.15,95.85,38.06,53.5,41.9,19.63,16.94,7.97,7.32,3.3401,339.63,77.57,25.55,516.0,4.78,64.2835,2.70207,8.7,6.56,54.87,40.82,63.10844,9.425,34.132,47.56,9.6800486,76.25,5.13,14.78,31.1,10.767,56.75,74.64,46.6662,95.05,86.35359,32.4,139.8,24.103,19.3,4.87,185.0,2.9
2020-07-08,51.436,73.38,11.9,35.83693,42.98,128.4,30.1,95.05,38.81,52.65,40.9,20.48,17.0,7.95,7.2,3.3601,349.83,78.22,25.1,543.0,4.78,63.7335,2.71207,8.66,6.57,54.57,40.47,64.65844,9.4625,34.682,47.41,9.8000492,76.45,5.13,16.1,30.8,10.647,59.2,78.19,47.032863,94.4,88.35359,34.35,144.0,23.753,20.65,4.85,199.8,2.88
2020-07-09,50.736,72.38,11.72,35.93693,42.73,126.7,29.7,93.2,37.96,51.55,39.85,21.43,16.94,7.9,7.24,3.4101,362.43,78.42,25.05,563.0,4.78,62.0335,2.77207,8.6,6.51,54.87,39.92,63.45844,9.3875,35.332,46.56,9.893383,76.15,5.09,16.84,30.45,10.627,61.25,78.64,47.66619,94.9,88.75359,34.8,147.4,23.003,20.9,4.79,209.8,2.85
2020-07-10,49.736,71.43,11.66,35.23693,42.38,124.8,29.55,93.25,38.66,50.7,39.5,20.53,17.6,7.67,7.0,3.3301,355.63,78.97,24.8,546.5,4.61,61.8335,2.66207,8.47,6.39,53.37,39.22,61.30844,9.475,34.882,45.76,10.093384,74.75,4.99,16.88,30.3,10.327,59.7,74.09,48.466182,92.55,87.00359,34.8,141.4,22.503,19.5,4.7,208.2,2.81
2020-07-13,50.136,71.48,11.48,36.08693,42.23,124.6,29.3,92.95,37.91,50.85,38.95,20.38,19.06,7.64,7.28,3.3401,353.03,80.67,24.65,541.0,4.62,61.4335,2.67207,8.68,6.31,53.57,39.52,60.85844,10.1125,34.332,45.76,10.1333842,74.65,4.95,17.04,30.8,10.187,60.75,71.39,52.132812,92.35,87.25359,35.0,144.2,22.303,19.78,4.65,206.0,2.8
2020-07-14,51.086,70.48,11.36,35.68693,42.23,124.7,29.45,93.45,37.41,53.95,38.85,20.28,18.1,7.62,7.37,3.2901,347.63,80.27,24.5,525.0,4.7,61.3335,2.60207,8.52,6.25,52.87,38.92,62.25844,9.975,34.082,45.61,9.9733834,73.4,4.9,16.42,32.35,10.067,58.75,70.34,49.499505,90.6,86.35359,35.05,139.1,22.253,19.1,4.59,197.1,2.79
2020-07-15,50.586,70.48,11.24,36.03693,42.03,125.0,29.15,93.7,37.01,54.2,38.6,19.81,17.7,7.68,7.36,3.2801,348.43,82.57,24.2,543.0,4.61,60.7335,2.60207,8.61,6.17,52.52,38.92,61.75844,10.125,33.282,45.51,10.0533838,72.9,4.83,16.36,31.7,10.087,55.3,73.14,49.566171,94.9,85.65359,34.8,134.8,22.103,19.06,4.51,200.6,2.77
2020-07-16,50.386,70.28,11.26,36.03693,41.88,125.8,29.05,92.5,35.91,53.3,38.95,18.97,15.58,7.57,7.11,3.2401,328.03,80.32,24.05,513.0,4.55,59.7835,2.52207,8.46,6.12,52.42,38.87,61.05844,9.625,32.782,45.06,9.626715,72.25,4.84,15.08,31.6,9.847,52.8,68.29,46.866198,93.1,84.30359,33.8,128.9,22.303,17.9,4.51,185.1,2.76
2020-07-17,50.336,70.03,11.2,35.78693,41.88,125.1,28.9,91.7,35.51,54.8,38.85,18.69,15.9,7.62,7.31,3.2101,338.63,83.87,23.85,521.0,4.53,59.5835,2.55207,8.41,6.12,52.62,39.02,65.50844,9.9125,33.082,44.61,10.0533838,71.8,4.86,15.5,31.8,9.827,52.6,70.39,47.432859,94.15,83.70359,35.25,129.9,22.253,18.02,4.48,191.1,2.77
2020-07-20,50.236,69.23,11.14,35.43693,41.63,124.1,28.65,90.45,35.31,52.65,38.55,18.69,16.12,7.62,7.35,3.2301,337.83,81.32,24.3,522.5,4.49,58.9335,2.58207,8.35,6.09,52.22,38.17,64.75844,9.8625,33.682,44.01,10.02,71.6,4.87,15.82,31.0,10.087,53.6,70.29,48.33285,92.7,85.15359,34.7,130.2,22.003,19.52,4.51,188.4,2.78
2020-07-21,50.236,70.03,11.2,36.33693,41.93,125.1,29.2,90.5,35.81,52.6,38.7,18.91,16.48,7.6,7.4,3.2401,371.83,85.47,24.45,564.0,4.49,59.5835,2.57207,8.4,6.06,52.87,38.72,66.15844,10.05,34.682,44.06,10.72,72.9,4.81,16.6,31.0,10.067,56.9,72.14,50.832825,93.35,85.45359,35.55,140.0,22.153,19.54,4.44,205.0,2.76
2020-07-22,49.686,69.28,11.08,35.43693,41.58,123.1,28.5,88.9,35.11,51.6,38.3,18.45,15.64,7.37,7.17,3.3901,353.03,83.37,23.7,539.0,4.48,58.1335,2.68207,8.55,6.0,51.82,38.12,66.05844,9.9125,33.282,42.81,10.38,71.6,4.75,15.64,30.45,9.807,52.9,71.39,50.499495,90.1,84.10359,34.95,135.1,22.003,18.62,4.38,192.2,2.72
2020-07-23,49.536,69.13,11.06,35.38693,41.48,122.7,28.4,87.75,35.01,51.8,38.15,18.85,16.1,7.4,6.93,3.3701,367.63,85.27,23.65,557.0,4.42,57.6335,2.70207,8.45,5.96,51.42,37.97,66.65844,10.0375,33.782,42.91,10.84,72.5,4.74,15.94,30.5,9.847,59.75,72.79,51.466152,91.85,83.85359,35.95,139.8,21.903,18.8,4.36,199.0,2.7
2020-07-24,49.186,69.03,10.92,34.83693,41.58,119.9,28.1,87.5,35.21,50.05,38.05,18.85,15.88,7.2,6.74,3.3701,352.23,81.57,23.15,528.0,4.33,57.4835,2.76207,8.32,5.86,51.97,37.62,65.60844,9.55,32.982,42.96,9.9,71.55,4.68,15.1,29.25,9.657,57.35,70.54,48.399516,90.1,82.50359,34.65,138.1,21.453,18.0,4.35,190.7,2.64
2020-07-27,48.636,69.23,10.8,34.18693,42.18,118.1,27.8,86.7,34.16,50.25,37.85,18.67,15.72,7.36,6.65,3.3901,345.63,80.32,22.95,520.0,4.27,57.1335,2.68207,8.39,5.92,51.47,37.82,64.15844,9.4625,32.782,42.26,10.12,72.05,4.71,14.64,29.1,9.627,56.65,71.49,47.899521,90.15,82.25359,35.0,141.7,21.553,18.06,4.34,185.0,2.64
2020-07-28,49.236,69.48,10.76,33.63693,42.23,119.1,28.15,87.8,34.31,51.15,38.15,18.57,16.0,7.3,6.72,3.3601,355.03,82.17,22.85,543.5,4.24,56.7835,2.63207,8.41,5.88,51.47,38.07,64.80844,9.4375,32.532,41.36,10.1,72.45,4.67,14.86,29.05,9.647,57.95,73.49,49.9995,92.65,82.10359,36.95,144.8,21.403,18.1,4.35,191.0,2.65
2020-07-29,49.386,69.48,10.74,34.58693,41.88,119.5,28.45,87.5,34.56,51.8,37.7,19.01,16.42,7.31,6.8,3.3401,359.23,81.47,22.95,541.5,4.32,57.8335,2.62207,8.32,5.86,51.92,38.52,65.10844,9.5125,32.432,42.36,9.95,72.25,4.7,14.9,29.25,9.747,58.6,72.89,51.99948,93.5,82.40359,37.15,145.3,21.403,18.38,4.37,193.0,2.66
2020-07-30,49.936,69.98,10.98,34.48693,41.93,119.5,28.5,88.95,35.61,51.9,38.15,19.09,16.26,7.19,6.85,3.3201,354.43,81.42,22.9,535.0,4.27,58.8835,2.59207,8.24,5.77,51.57,39.37,64.25844,10.0,32.132,42.36,10.12,70.5,4.65,14.76,29.7,9.657,59.45,73.79,53.3328,92.25,81.75359,36.95,144.5,21.353,17.9,4.33,195.0,2.62
2020-07-31,49.936,70.93,11.0,33.78693,42.38,117.5,28.55,89.95,35.76,52.8,38.25,18.85,16.3,7.17,6.84,3.2401,362.03,80.42,23.15,534.0,4.32,58.7335,2.59207,8.0,5.68,51.57,39.72,63.70844,10.125,32.132,42.71,10.06,69.7,4.58,14.82,30.0,9.717,61.6,73.29,53.199468,91.6,81.20359,36.35,145.9,21.153,17.86,4.3,191.9,2.6
2020-08-03,49.736,71.63,10.98,32.23693,42.33,114.0,28.15,89.45,35.61,52.45,38.5,18.33,16.6,7.12,6.98,3.2301,363.03,80.22,22.95,539.0,4.3,59.2335,2.53207,7.95,5.68,52.37,39.92,63.65844,10.0625,32.082,42.41,9.96,69.0,4.55,15.02,29.7,9.667,61.9,72.19,53.932794,89.95,80.40359,36.3,147.5,20.703,17.9,4.23,200.6,2.58
2020-08-04,51.086,71.53,11.06,32.48693,42.78,114.6,28.85,91.25,36.86,53.4,39.4,19.07,16.86,7.32,7.02,3.2701,368.63,85.82,23.0,550.0,4.34,60.0335,2.57207,8.19,5.83,52.67,40.37,63.75844,10.0375,32.782,43.41,9.96,71.85,4.64,15.5,30.1,9.827,61.9,72.89,54.899451,93.05,82.05359,36.15,146.0,21.553,18.7,4.31,218.0,2.64
2020-08-05,50.636,71.63,11.0,32.78693,42.68,114.6,28.85,91.4,37.06,53.1,39.25,19.43,17.26,7.34,7.09,3.3501,377.83,85.22,22.9,561.0,4.48,59.9335,2.69207,8.32,5.79,53.97,40.22,65.10844,10.0875,32.732,44.71,9.93,71.6,4.63,15.58,29.75,9.787,62.85,75.29,57.499425,95.45,81.85359,36.7,149.5,21.453,18.46,4.28,218.4,2.63
2020-08-06,50.286,71.33,10.92,32.33693,42.03,115.0,28.8,91.15,36.96,53.1,39.15,19.33,17.12,7.27,7.08,3.4001,376.83,84.42,22.65,555.5,4.4,59.5335,2.68207,8.44,5.76,52.52,39.02,65.25844,10.0625,32.832,44.21,9.87,71.25,4.6,15.92,29.55,9.717,62.4,73.69,58.232751,95.55,81.65359,36.1,147.5,21.053,18.5,4.28,221.2,2.61
2020-08-07,49.186,71.93,10.82,31.63693,41.93,113.5,28.4,89.65,36.31,53.7,38.85,19.15,16.84,7.19,6.9,3.3601,373.23,83.52,22.45,527.5,4.35,59.9835,2.61207,8.29,5.69,52.32,39.12,66.10844,9.8,32.482,41.11,9.66,70.8,4.56,15.44,29.5,9.757,61.15,74.14,56.6661,96.1,81.05359,35.45,144.8,20.903,18.18,4.22,222.4,2.58
2020-08-10,49.186,71.73,10.84,31.93693,42.08,113.5,28.6,90.0,36.51,56.7,39.7,19.09,16.76,7.2,6.98,3.3301,365.83,83.37,22.5,502.0,4.43,59.4835,2.58207,8.31,5.68,53.27,39.47,65.30844,9.675,32.482,40.81,9.33,70.5,4.55,15.14,30.0,9.727,57.7,72.99,55.466112,98.15,81.10359,34.9,140.7,20.903,18.4,4.21,223.0,2.58
2020-08-11,50.536,72.83,10.94,32.93693,42.38,115.6,29.05,92.45,37.31,59.8,39.75,19.71,16.88,7.41,7.17,3.3901,365.83,86.22,22.8,513.5,4.56,60.4335,2.61207,8.57,5.8,55.22,40.07,64.85844,9.8,33.332,41.11,9.36,72.3,4.65,15.02,32.95,9.907,58.3,77.09,54.66612,104.2,81.50359,35.65,140.9,21.353,18.7,4.27,218.4,2.6
2020-08-12,51.836,73.58,11.26,34.58693,43.13,121.8,29.75,94.5,38.21,59.5,40.65,20.53,16.98,7.46,6.66,3.3801,361.63,84.62,22.8,520.5,4.57,61.6335,2.63207,8.69,5.85,55.42,40.87,65.00844,9.5875,33.732,42.91,9.16,74.5,4.67,15.06,33.35,10.007,57.0,77.39,51.932814,104.5,82.30359,35.25,143.2,22.153,19.0,4.29,213.8,2.63
2020-08-13,51.686,72.93,11.16,34.23693,43.03,120.3,29.75,95.05,38.06,59.25,40.35,20.08,16.74,7.54,6.83,3.3901,363.83,93.92,22.95,510.0,5.74,61.6335,2.63207,8.79,5.8,57.47,40.67,65.15844,9.625,34.232,42.61,9.22,74.0,4.66,15.2,32.65,10.027,56.75,79.84,54.632787,108.3,82.00359,35.2,146.0,22.053,18.78,4.33,211.4,2.61
2020-08-14,51.386,73.53,11.08,33.53693,43.58,121.3,29.6,94.3,38.16,58.95,40.1,20.18,16.7,7.51,6.8,3.4001,360.23,93.47,23.2,506.5,5.92,61.2335,2.61207,8.78,5.8,57.12,40.87,65.15844,9.6125,34.232,42.66,9.12,74.75,4.69,15.34,32.9,10.027,56.4,82.79,53.799462,107.2,82.20359,35.4,145.4,22.053,19.16,4.3,219.8,2.62
2020-08-17,51.736,74.03,11.18,33.43693,43.98,120.3,29.9,93.6,38.56,59.95,40.0,20.88,15.64,7.69,6.83,3.5301,368.43,94.07,22.95,504.5,5.88,61.9335,2.67207,8.77,5.86,57.07,40.77,67.25844,9.7,34.432,42.26,9.21,74.9,4.75,16.2,32.75,10.167,56.7,83.34,56.33277,110.0,84.55359,35.4,148.2,22.253,20.15,4.34,218.2,2.65
2020-08-18,51.536,73.68,10.98,33.08693,43.48,119.3,29.6,93.8,38.76,59.55,40.25,20.58,15.96,7.63,6.89,3.4701,370.83,94.12,22.95,512.0,6.53,60.9835,2.65207,8.84,5.88,58.32,41.17,69.65844,10.025,34.682,42.61,9.42,74.55,4.75,17.24,32.3,10.047,55.3,84.14,58.599414,109.2,84.40359,36.2,134.2,21.853,20.1,4.33,235.0,2.65
2020-08-19,51.136,74.13,10.96,32.98693,43.58,119.2,29.75,94.05,38.86,59.15,40.2,20.58,16.0,7.56,6.85,3.4501,365.43,91.97,23.0,506.0,6.03,60.1835,2.62207,8.79,5.94,57.32,40.52,65.80844,9.9,34.682,42.36,9.36,74.25,4.76,17.82,32.15,9.967,54.15,82.64,60.66606,108.0,83.70359,35.55,125.0,21.953,19.2,4.32,231.0,2.62
2020-08-20,49.936,72.53,10.84,32.48693,42.88,117.9,29.3,93.75,38.01,58.65,40.0,20.43,15.54,7.32,6.73,3.4101,362.83,92.87,22.65,508.0,6.21,58.8835,2.58207,8.8,5.75,56.07,40.12,64.65844,9.75,33.832,41.71,9.15,71.8,4.63,18.18,32.1,9.847,54.95,82.59,58.799412,107.1,82.75359,34.25,126.1,21.653,18.8,4.23,234.6,2.6
2020-08-21,50.436,72.83,11.02,32.48693,43.03,117.3,30.15,94.9,38.46,62.3,40.05,20.83,15.5,7.42,6.78,3.4401,368.23,95.27,22.8,518.0,6.4,60.0335,2.59207,8.81,5.79,56.87,40.37,63.05844,9.85,34.582,41.81,9.14,74.7,4.61,18.16,34.2,10.087,53.85,84.09,59.432739,108.4,83.10359,34.35,124.1,21.703,18.84,4.26,245.2,2.61
2020-08-24,50.986,73.38,11.12,32.73693,43.43,119.1,30.5,96.95,38.81,60.9,40.7,21.58,15.56,7.49,6.84,3.4801,372.83,96.67,23.0,548.0,6.32,61.4335,2.61207,8.79,5.79,57.52,40.97,62.75844,9.925,35.232,42.46,9.35,78.2,4.61,18.44,33.6,10.167,52.9,86.54,61.632717,109.6,83.60359,35.65,125.0,21.953,19.04,4.24,265.8,2.61
2020-08-25,50.986,73.58,11.14,33.18693,43.88,119.0,30.1,96.55,38.56,62.3,40.8,21.78,15.74,7.46,6.81,3.4701,366.83,97.52,22.5,544.5,6.2,61.1335,2.63207,8.93,5.77,56.82,41.22,62.60844,9.9,34.232,42.26,8.98,77.55,4.61,18.12,34.35,9.927,49.0,86.74,59.33274,118.3,83.75359,35.4,119.0,22.003,19.1,4.23,257.6,2.6
2020-08-26,50.436,73.03,10.98,32.78693,43.33,117.6,30.15,96.85,38.71,61.25,40.6,21.98,15.56,7.31,6.69,3.5001,373.83,96.32,22.75,551.5,6.18,60.5835,2.61207,8.95,5.73,57.42,40.67,60.70844,10.3625,36.282,42.26,9.07,77.45,4.57,19.16,33.85,9.787,47.9,82.79,62.832705,124.2,83.25359,36.45,116.1,21.953,18.84,4.23,258.8,2.59
2020-08-27,49.936,72.78,10.92,32.13693,43.38,116.4,30.05,96.55,38.01,60.0,40.55,21.53,15.84,7.2,6.66,3.4101,371.23,97.32,22.4,558.0,5.8,59.3835,2.55207,8.63,5.68,55.95,40.12,60.55844,10.5875,36.232,41.56,9.06,77.15,4.53,21.35,33.3,9.527,49.7,81.64,65.33268,124.7,82.50359,35.5,119.0,21.703,18.78,4.2,271.0,2.57
2020-08-28,50.036,73.18,11.04,32.83693,43.63,119.9,30.35,97.95,38.66,61.0,40.6,21.93,15.74,7.2,6.78,3.4101,372.43,100.17,22.4,540.5,5.72,60.0335,2.57207,8.55,5.65,55.8,40.52,60.85844,10.6125,36.582,41.56,9.2,80.3,4.5,22.5,33.95,9.537,48.85,81.84,67.399326,126.1,82.40359,39.2,118.1,21.853,18.92,4.18,265.2,2.56
2020-08-31,50.136,73.68,11.28,32.63693,43.63,118.3,30.05,99.25,38.21,61.05,40.35,21.68,16.38,6.97,6.69,3.5001,383.03,97.87,22.0,530.5,5.49,60.2835,2.58207,8.62,5.49,54.15,40.32,59.75844,10.725,35.682,41.76,8.91,79.45,4.34,23.5,34.2,9.377,48.8,76.34,67.132662,124.1,81.65359,38.1,114.9,21.553,18.88,4.05,255.6,2.54
2020-09-01,49.686,73.63,11.14,32.33693,43.43,117.4,29.85,96.75,37.86,62.15,40.4,21.83,17.1,6.81,6.69,3.4301,389.74,97.8,21.35,539.0,5.61,59.6835,2.59207,8.52,5.49,53.8,40.22,60.15844,10.6625,35.732,41.66,8.85,80.05,4.31,25.6,34.45,9.267,49.2,77.59,66.099339,127.0,81.05359,38.35,114.5,21.503,18.78,4.01,264.6,2.52
2020-09-02,49.486,73.71,11.14,31.98693,43.28,116.3,29.75,96.85,37.96,61.15,40.35,21.63,17.66,6.76,6.74,3.4001,389.54,97.55,21.2,545.0,5.43,62.6335,2.53207,8.43,5.38,53.05,40.02,60.60844,10.625,37.832,41.36,9.23,79.65,4.22,25.7,33.6,9.207,49.7,79.64,64.799352,129.8,80.35359,38.15,120.3,21.453,18.5,3.95,272.8,2.49
2020-09-03,49.536,73.21,11.12,32.28693,42.75,116.6,29.6,95.75,38.16,62.8,40.8,21.38,16.52,6.79,6.75,3.3401,382.14,97.6,21.0,534.0,5.41,62.8835,2.48207,8.42,5.38,53.0,40.37,59.60844,10.325,37.782,41.46,9.21,80.1,4.21,23.9,34.3,9.437,48.9,77.94,64.166025,127.4,79.95359,38.05,117.5,21.553,18.36,3.94,262.6,2.5
2020-09-04,49.386,73.46,11.1,31.93693,42.65,115.5,29.3,94.55,37.36,59.8,40.05,20.78,16.34,6.73,6.62,3.3501,376.14,95.6,21.1,518.0,5.29,61.5835,2.47207,8.36,5.44,53.15,39.3,59.75844,10.0375,36.732,40.76,9.05,77.65,4.26,24.5,33.5,9.447,47.85,76.34,62.732706,125.1,79.60359,37.8,118.1,21.253,18.4,3.94,261.8,2.49
2020-09-07,49.6,73.36,11.06,31.68693,42.2,116.9,29.4,94.3,37.51,58.35,40.05,20.68,16.36,6.7,6.48,3.4301,365.54,95.0,20.8,511.0,5.23,61.4835,2.44207,8.26,5.42,52.6,39.1,57.80844,9.8,36.032,41.35,8.85,82.3,4.22,24.15,33.25,9.397,46.6,75.14,60.499395,124.2,79.45359,37.35,115.3,21.703,18.28,3.93,248.2,2.49
2020-09-08,49.1,73.26,11.18,31.83693,42.2,118.6,29.25,94.2,37.51,58.2,39.95,20.18,16.34,6.73,6.48,3.4001,363.54,93.65,21.0,508.5,5.35,61.2835,2.45207,8.3,5.59,53.55,38.5,57.45844,9.7625,35.782,41.15,8.76,81.2,4.42,22.4,32.5,9.367,46.9,75.1,59.932734,124.3,80.45359,37.55,116.4,21.903,18.76,4.0,238.0,2.58
2020-09-09,48.75,73.76,11.46,31.53693,42.25,118.2,29.2,95.15,37.26,57.55,39.95,20.13,15.94,6.72,6.53,3.3401,363.14,94.9,20.9,504.0,5.42,61.5835,2.43207,8.15,5.5,53.85,38.3,57.30844,9.7,35.182,41.2,8.74,81.05,4.39,22.1,32.65,9.317,47.3,74.0,59.532738,124.4,80.10359,36.05,117.4,21.903,18.36,3.99,232.0,2.57
2020-09-10,48.8,72.51,11.52,31.23693,41.75,116.9,29.05,94.95,37.01,57.95,39.55,20.28,15.8,6.64,6.47,3.3301,358.94,94.4,20.8,506.0,5.39,61.4835,2.39207,8.09,5.42,53.15,38.35,57.55,9.6125,34.582,41.15,8.64,79.85,4.32,22.45,32.3,9.387,45.7,74.35,59.33274,123.5,80.00359,36.5,116.6,21.853,18.2,3.97,233.0,2.54
2020-09-11,48.55,72.61,11.44,31.08693,41.75,117.7,29.15,95.25,36.86,59.8,39.45,20.05,16.2,6.61,6.62,3.3101,364.54,97.45,20.75,516.0,5.4,61.4335,2.39207,8.11,5.39,53.15,38.6,57.2,9.6375,34.532,40.9,8.78,80.35,4.3,23.25,33.75,9.367,45.7,75.5,61.432719,127.6,80.30359,37.15,118.3,22.003,18.22,3.92,242.8,2.54
2020-09-14,49.05,72.66,11.38,31.03693,41.7,117.2,29.2,95.55,36.76,59.2,39.2,20.2,15.96,6.64,6.64,3.2901,367.34,101.5,20.75,529.5,5.69,62.1835,2.39207,8.09,5.35,53.8,38.4,57.4,9.7625,34.682,41.0,8.85,80.5,4.27,23.55,33.65,9.427,46.85,76.55,62.33271,127.1,80.75359,36.95,123.7,21.953,18.22,3.94,244.6,2.54
2020-09-15,49.5,72.16,11.48,30.88693,41.85,118.3,29.25,95.45,37.16,60.1,39.65,20.8,16.18,6.61,6.66,3.2801,366.54,103.0,20.9,529.5,5.52,62.8835,2.38207,8.09,5.36,53.55,38.1,58.8,9.9125,35.432,41.5,8.98,81.8,4.29,22.35,34.6,9.667,46.8,78.2,64.466022,131.5,81.85359,37.4,124.3,21.9,18.22,3.92,243.6,2.56
2020-09-16,49.15,72.41,11.42,30.58693,42.0,117.2,29.05,96.65,37.61,59.7,39.75,21.15,16.06,6.53,6.68,3.2701,369.94,103.6,20.75,534.5,5.52,63.7335,2.39207,8.18,5.35,53.1,38.6,58.45,9.9625,36.532,41.15,9.01,81.0,4.26,22.75,34.3,9.49,46.55,79.0,64.199358,131.1,82.25,36.6,123.3,21.75,18.1,3.9,248.2,2.52
2020-09-17,48.5,72.26,11.42,29.73693,42.05,116.1,28.9,96.45,36.66,58.25,40.45,20.8,16.06,6.44,6.7,3.2601,365.54,100.4,20.4,527.0,5.47,63.3835,2.41207,8.36,5.3,52.4,38.4,58.8,9.8375,35.582,40.7,8.89,79.05,4.24,21.3,33.25,9.43,45.75,77.7,61.66605,128.4,81.75,36.3,124.8,21.6,17.76,3.9,240.8,2.5
2020-09-18,48.9,71.76,11.36,29.78693,41.9,115.8,28.95,95.95,37.21,57.75,40.35,20.35,15.98,6.35,6.71,3.2501,368.14,100.0,20.35,525.0,5.73,63.7335,2.42207,8.29,5.32,52.45,38.0,58.6,9.85,35.882,39.9,8.91,80.0,4.25,22.05,33.15,9.4,45.15,80.65,63.699363,129.4,83.7,35.15,122.9,21.6,18.56,3.9,241.6,2.51
2020-09-21,48.05,71.86,11.26,28.13693,41.75,113.6,28.9,94.75,35.96,55.0,40.15,20.2,16.0,6.22,6.54,3.2101,362.54,99.0,20.1,516.5,5.52,62.5335,2.37207,8.1,5.28,51.9,37.35,57.1,9.6875,35.382,38.9,8.77,78.3,4.2,20.6,31.55,9.5,43.65,78.95,62.932704,126.5,82.5,35.0,122.1,21.3,18.04,3.85,241.6,2.49
2020-09-22,46.95,71.01,11.12,27.53693,41.6,112.1,28.5,93.45,35.51,53.2,40.15,19.64,15.3,6.02,6.43,3.1401,359.74,98.0,19.74,511.5,5.38,61.8835,2.32207,7.91,5.26,51.5,36.55,57.0,9.5875,35.282,38.6,8.66,77.45,4.16,20.45,30.75,9.5,43.5,76.85,62.632707,126.0,82.0,35.4,122.5,21.1,17.96,3.82,242.6,2.48
2020-09-23,46.75,71.36,11.2,27.58693,41.85,110.4,28.25,93.1,35.66,53.35,40.5,19.74,15.64,5.93,6.36,3.0801,363.74,100.1,19.64,514.0,5.31,61.7335,2.31207,7.79,5.18,50.9,36.55,56.55,9.675,34.682,38.5,8.88,77.95,4.11,20.85,30.9,9.51,43.55,80.15,63.832695,127.6,81.5,35.7,123.1,20.95,17.76,3.72,250.0,2.46
2020-09-24,46.35,70.41,11.14,27.43693,41.6,107.5,28.6,93.6,34.96,52.45,39.6,19.7,15.3,5.81,6.37,3.0101,353.14,98.0,19.68,505.0,5.26,61.3835,2.24207,7.51,5.06,49.95,36.25,55.95,9.5625,34.8,38.4,8.76,76.65,4.02,19.84,30.3,9.57,42.05,78.4,60.632727,126.6,80.45,35.55,120.6,20.45,17.2,3.68,238.6,2.41
